,Assunto/ palavras-chave,Autor,Data,Identifier,Tipo do recurso,Título
1221,Candido Portinari,Candido Portinari,1944,,óleo sobre madeira,São Simão Stock
1222,Candido Portinari,Candido Portinari,1946,,,Mensagem etérea I
1223,Candido Portinari,Candido Portinari,,,,
1224,Candido Portinari,Candido Portinari,1944,,,
1225,Candido Portinari,Candido Portinari,1944,,,
1226,Candido Portinari,Candido Portinari,1937,,carvão sobre papel,
1227,Candido Portinari,Candido Portinari,1932,,,Retrato de Homem
1228,Candido Portinari,Candido Portinari,1939,,,"Esboço para o painel ""Jangadas do Nordeste"""
1229,Candido Portinari,Candido Portinari,1944,,nanquim e aguada sobre cartão,
1230,Candido Portinari,Candido Portinari,1938,,carvão sobre papel,
1231,Candido Portinari,Candido Portinari,1940,,,Mulher com pipa e barco
1232,Candido Portinari,Candido Portinari,1935,,,Retrato de Oswald de Andrade
1233,Candido Portinari,Candido Portinari,1932,,,Retrato de Lélio Landucci
1234,Candido Portinari,Candido Portinari,1956,,,"Grupo, da Série Israel"
1235,Candido Portinari,Candido Portinari,1943,,,
1236,Candido Portinari,Candido Portinari,1951,,,"Estudo para o painel ""Abstrato"""
1237,Candido Portinari,Candido Portinari,1944,,,
1238,Candido Portinari,Candido Portinari,,,,Retrato de Olga Benário
1239,Candido Portinari,Candido Portinari,1944,,,"Esboço [não utilizado] para a pintura mural ""São Francisco se despojando das vestes"" - São Francisco"
1240,Candido Portinari,Candido Portinari,1937,,carvão sobre papel,
1241,Candido Portinari,Candido Portinari,1944,,,
1242,Candido Portinari,Candido Portinari,1944,,nanquim sobre papel,Mensagem etérea III
1243,Candido Portinari,Candido Portinari,,,,Abstrato
1244,Candido Portinari,Candido Portinari,1960,,,Carajás
1245,Candido Portinari,Candido Portinari,1943,,nanquim sobre papel,
1246,Candido Portinari,Candido Portinari,1946,,,Composição
1247,Candido Portinari,Candido Portinari,1946,,,Composição
1248,Candido Portinari,Candido Portinari,1949,,,Esboço para pintura mural para o monumento a Rui Barbosa [não executada]
1249,Candido Portinari,Candido Portinari,1944,,,"Esboço [não utilizado] para a pintura mural ""São Francisco se despojando das vestes"" - São Francisco"
1250,Candido Portinari,Candido Portinari,1946,,,Composição
1251,Candido Portinari,Candido Portinari,1961,,,Retrato de Rapaz
1252,Candido Portinari,Candido Portinari,1942,,,Galo
1253,Candido Portinari,,2013,,,Vista da exposição Quando o Brasil amanhecia – a Primeira Missa no Brasil vista por Vítor Meireles e Candido Portinar
1254,Candido Portinari,Candido Portinari,1946,,,Composição
1255,Candido Portinari,Candido Portinari,1946,,,Composição
1256,Candido Portinari,Candido Portinari,1944,,,
1257,Candido Portinari,Candido Portinari,1945,,,
1258,Candido Portinari,Candido Portinari,1923,,,Cabeça de Mulher
1259,Candido Portinari,Candido Portinari,1946,,,Composição
1260,Candido Portinari,Candido Portinari,1946,,,Mensagem etérea II
1261,Candido Portinari,Candido Portinari,1956,,,Composição
1262,Candido Portinari,Candido Portinari,1944,,nanquim e aguada sobre cartão,
1263,Candido Portinari,Candido Portinari,1956,,,
1264,Candido Portinari,Candido Portinari,1954,,,"Estudo para a pintura ""Abstrato"""
1265,Candido Portinari,Candido Portinari,1955,,óleo sobre tela colada em madeira,Cana-de-açúcar
1266,Candido Portinari,Candido Portinari,1956,,,"Burro [Esboço], da Série Israel"
1267,Candido Portinari,Candido Portinari,1954,,,"Estudo para a pintura ""Abstrato"""
1268,Candido Portinari,Candido Portinari,1956,,,São José com Menino Jesus e criança
1269,Candido Portinari,Candido Portinari,1939,,,
1270,Candido Portinari,Candido Portinari,1944,,,
1271,Candido Portinari,Candido Portinari,1942,,,Carlos
1272,Candido Portinari,Candido Portinari,1946,,,Composição
1273,Candido Portinari,Candido Portinari,1941,,água-forte e água tinta,Retrato de Baptista Portinari
1274,Candido Portinari,Candido Portinari,,,,Velho
1275,Candido Portinari,Candido Portinari,1940,,,Cabeça
1276,Candido Portinari,Candido Portinari,1956,,,Carneiro [Esboço] da Série Israel
1277,Candido Portinari,Candido Portinari,1955,,,
1278,Candido Portinari,Candido Portinari,1950,,,"Estudo para o painel de azulejos ""Pulando Carniça"""
1279,Candido Portinari,Candido Portinari,1951,,,
1280,Candido Portinari,Candido Portinari,1956,,,"""Barraca de Beduíno"" [esboço], da Série Israel"
1281,Candido Portinari,Candido Portinari,1948,,,
1282,Candido Portinari,Candido Portinari,1955,,,
1283,Candido Portinari,Candido Portinari,1938,,óleo sobre tela,Abstrato
1284,Candido Portinari,Candido Portinari,1939,,,Mulheres
1285,Candido Portinari,Candido Portinari,1932,,,Retrato de Zaíde Mello Franco Chermont (Fragmento)
1286,Candido Portinari,Candido Portinari,1933,,,Retrato de Manilo Judice
1287,Candido Portinari,Candido Portinari,1946,,,Três homens
1288,Candido Portinari,Candido Portinari,1940,,,Homem
1289,Candido Portinari,Candido Portinari,1932,,,Retrato de Homem
1290,Candido Portinari,Candido Portinari,1957,,,Cavalos e Bois
1291,Candido Portinari,Candido Portinari,1952,,,"Estudo [não utilizado] para o tríptico ""Nossa Senhora d'Aparecida"", Igreja do Senhor Bom Jesus da Cana Verde, Batatais, SP"
1292,Candido Portinari,Candido Portinari,1940,,,
1293,Candido Portinari,Candido Portinari,1944,,,
1294,Candido Portinari,Candido Portinari,,,,
1295,Candido Portinari,Candido Portinari,1941,,,
1296,Candido Portinari,Candido Portinari,1939,,,
1297,Candido Portinari,Candido Portinari,1956,,,"Árabe [esboço], da série Israel"
1298,Candido Portinari,Candido Portinari,1946,,,"Nossa Senhora com Menino Jesus, ilustração para o livro ""O alienista"", de Machado de Assis"
1299,Candido Portinari,Candido Portinari,1956,,,"Árvore [Esboço], da Série Israel"
1300,Candido Portinari,Candido Portinari,,,,
1301,Candido Portinari,Candido Portinari,1944,,,
1302,Candido Portinari,Candido Portinari,1941,,,"Estudo para painel de azulejos para a fachada do Palácio Gustavo Capanema, Rio de Janeiro, RJ [não executado]"
1303,Candido Portinari,Candido Portinari,,,,
1304,Candido Portinari,Candido Portinari,1955,,grafite e lápis de cor sobre papel,
1305,Candido Portinari,Candido Portinari,,,,
1306,Candido Portinari,Candido Portinari,,,,Esboço [não utilizado] para pintura mural São Francisco de Assis se despojando das vestes
1307,Candido Portinari,Candido Portinari,1957,,,"Estudo para o ""Retrato de Manoel Kantor"""
1308,Candido Portinari,Candido Portinari,1944,,,"Esboço [não utilizado] para a pintura mural ""São Francisco se Despojando das Vestes"""
1309,Candido Portinari,Candido Portinari,1944,,,
1310,Candido Portinari,Candido Portinari,,,,
1311,Candido Portinari,Candido Portinari,1942,,,Índio
1312,Candido Portinari,Candido Portinari,1942,,,Cabeça de homem
1313,Candido Portinari,Candido Portinari,1959,,,
1314,Candido Portinari,Candido Portinari,1943,,,
1315,Candido Portinari,Candido Portinari,1956,,,
1316,Candido Portinari,Candido Portinari,1960,,,
1317,Candido Portinari,Candido Portinari,1960,,,Cavalo
1318,Candido Portinari,Candido Portinari,1944,,,
1319,Candido Portinari,Candido Portinari,1941,,"matrix/cobre niquelado/água-tinta, água-forte","Retrato de Baptista Portinari, pai do artista"
1320,Candido Portinari,Candido Portinari,1958,,,"Esboço para a pintura ""Esquartejamento de Felipe dos Santos"""
1321,Candido Portinari,Candido Portinari,1942,,,Família
1322,Candido Portinari,Candido Portinari,1944,,,
1323,Candido Portinari,Candido Portinari,1940,,,Retrato de Aníbal Machado
1324,Candido Portinari,Candido Portinari,1956,,,"Cabeça de Judeu [esboço], da Série Israel"
1325,Candido Portinari,Candido Portinari,1933,,,
1326,Candido Portinari,Candido Portinari,1954,,,Vila Adriana
1327,Candido Portinari,Candido Portinari,1956,,,"Beduíno e animais [esboço], da Série Israel"
1328,Candido Portinari,Candido Portinari,,,,
1329,Candido Portinari,Candido Portinari,1936,,,
1330,Candido Portinari,Candido Portinari,1944,,,
1331,Candido Portinari,Candido Portinari,,,,
1332,Candido Portinari,Candido Portinari,1956,,,"Irrigando o deserto [esboço], da série Israel"
1333,Candido Portinari,Candido Portinari,1956,,,"""Deserto de Neguev"" [esboço], da série Israel"
1334,Candido Portinari,Candido Portinari,1956,,,"Monte Sion [esboço] , da Série Israel"
1335,Candido Portinari,Candido Portinari,1939,,,Mulher sentada
1336,Candido Portinari,Candido Portinari,1956,,,
1337,Candido Portinari,Candido Portinari,1948,,,
1338,Candido Portinari,Candido Portinari,1949,,,"Esboço para o painel ""A última ceia"""
1339,Candido Portinari,Candido Portinari,1956,,,"Monte Elias [Esboço], da Série Israel"
1340,Candido Portinari,Candido Portinari,1939,,,Moça
1341,Candido Portinari,Candido Portinari,1951,,,
1342,Candido Portinari,Candido Portinari,1944,,,
1343,Candido Portinari,Candido Portinari,,,,
1344,Candido Portinari,Candido Portinari,1943,,,
1345,Candido Portinari,Candido Portinari,1955,,,"Estudo para o painel ""A Tempestade Acalmada"""
1346,Candido Portinari,Candido Portinari,1948,,,"Esboço para a pintura ""Colheita de cacau"""
1347,Candido Portinari,Candido Portinari,1950,,,Cangaceiro
1348,Candido Portinari,Candido Portinari,,,,
1349,Candido Portinari,Candido Portinari,1948,,,"Esboço para a pintura ""Colheita de fumo"""
1350,Paper,,,,,
1351,Paper,Leonilson,1980,,aquarela e guache sobre papel,Trapezista
1352,Paper,Anna Maria Maiolino,1976/1980,,"papel, linha e nanquim",Trajetória I
1353,Paper,Di Cavalcanti,1920,,aquarela e grafite sobre papel,As traquinices do mascarado mignon
1354,Paper,Vítor Meireles,1872,,óleo sobre cartão colado em tela,Estudo para Combate naval do Riachuelo
1355,Paper,Djanira,1961/1970,,carvão sobre papel,Casal abraçado
1356,Paper,Vítor Meireles,1864,,óleo sobre cartão colado em madeira,"Estudo para ""Casamento da Princesa Isabel"","
1357,Paper,Grandjean de Montigny,1801/1805,,"bico de pena, aguada de nanquim e aquarela sobre papel colado em cartolina","Elevação do pórtico do Panteon em Roma, Itália"
1358,Paper,Eliseu Visconti,1890/1940,,aquarela sobre papel,Estudo de estamparia para tecido
1359,Paper,Anita Malfatti,1925,,nanquim sobre papel,Nu sentado
1360,Paper,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Cena de café
1361,Paper,Djanira,1962,,técnica mista sobre papel colado em aglomerado,
1362,Paper,Djanira,1956,,guache sobre papel,
1363,Paper,Tarsila Do Amaral,1929,,nanquim sobre papel,Paisagem Antropofágica
1364,Paper,Grandjean de Montigny,1808,,bico de pena e aquarela sobre papel colado em cartolina,Composição com fragmentos antigos
1365,Paper,Grandjean de Montigny,1848,,bico de pena e aquarela sobre papel,
1366,Paper,Henrique Bernardelli,1890,,pastel sobre papel,Modelo em repouso
1367,Paper,Rodolfo Amoedo,1921,,têmpera sobre papel,Autorretrato
1368,Paper,Djanira,1956,,óleo e guache sobre papel,"Estudo para o cartaz da peça teatral ""Orfeu da Conceição"", de Vinicius de Moraes"
1369,Paper,Djanira,1961/1970,,guache sobre papel,Tocador de pífano
1370,Paper,Manuel de Araújo Porto Alegre,1853,,sépia sobre papel,Floresta brasileira
1371,Paper,Candido Portinari,1946,,nanquim sobre papel,Composição
1372,Paper,Leonilson,1980/1993,,"Aquarela, guache, lápis de cor e tinta preta a pena sobre papel",Meio - Coincidência - Conhecimento
1373,Paper,Di Cavalcanti,1920,,aquarela e grafite sobre papel,"Estudo de cenário para "" Carnaval das Crianças Brasileiras"" de Villa-Lobos (não executado)"
1374,Paper,Rodolfo Amoedo,,,aquarela sobre papel,"Estudo de paisagem com morro do Corcovado, Rio de Janeiro, RJ"
1375,Paper,Domingos Sequeira,1790/1839,,tinta ferrogálica sobre papel,Mulher com turbante
1376,Paper,Candido Portinari,1943,,bico de pena e nanquim sobre papel,
1377,Paper,Nicolas Antoine Taunay,,,crayon sobre papel,Autorretrato
1378,Paper,Candido Portinari,1938,,carvão sobre papel,
1379,Paper,Candido Portinari,1944,,carvão sobre papel,
1380,Paper,Candido Portinari,1938,,carvão sobre papel,
1381,Paper,Candido Portinari,1955,,grafite e sanguínea sobre papel,
1382,Paper,João Zeferino da Costa,1873,,carvão e giz sobre papel,"Estudo para""Óbolo da Viúva"""
1383,Paper,Djanira,1961/1970,,guache sobre papel,
1384,Paper,Rodolfo Amoedo,1905,,bico de pena e nanquim sobre papel,Estudo para retrato de senhora
1385,Paper,Carlos Schwabe,1890,,aquarela e bico de pena sobre papel,"Natividade, canto da aurora [ilustração para o ""Evangelho da infância de nosso senhor Jesus Cristo""]"""
1386,Paper,Candido Portinari,1937,,carvão sobre papel,
1387,Paper,Grandjean de Montigny,1800/1840,,bico de pena e aguada de nanquim sobre papel colado em cartolina,
1388,Paper,Candido Portinari,1938,,carvão sobre papel,
1389,Paper,Djanira,1961/1970,,guache e grafite sobre papel,
1390,Paper,Vítor Meireles,1868/1872,,"crayon, giz e grafite sobre papel",
1391,Paper,Henrique Alvim Corrêa,1902,,grafite sobre papel,Ateliê do artista em Boitsfort
1392,Paper,Dom Pedro II,1860/1888,,Carta,Carta de D. Pedro II
1393,Paper,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Natureza morta
1394,Paper,Djanira,1956,,guache sobre papel,
1395,Paper,João Batista Pagani,1890,,guache sobre papel,"Paisagem de Barbacena, MG"
1396,Paper,Cícero Dias,1934,,guache sobre papel,
1397,Paper,Grandjean de Montigny,,,bico de pena e aguada de nanquim sobre papel colado em cartolina,
1398,Paper,Honoré Daumier,1860/1879,,nanquim sobre papel,Caricatura de dois caçadores
1399,Paper,Djanira,1950/1979,,"lápis de cor, grafite e lápis-cera sobre papel",Paisagem de Avaré
1400,Paper,Djanira,1961/1970,,nanquim e grafite sobre papel,"Malabarista da "" Ópera de Pequim"""
1401,Paper,Djanira,1961/1970,,guache sobre papel,
1402,Paper,Djanira,1954,,guache e grafite sobre papel,Jogadores de dominó
1403,Paper,Vítor Meireles,1868/1872,,"crayon, grafite e giz sobre papel",
1404,Paper,Grandjean de Montigny,1848,,bico de pena e aquarela sobre papel,
1405,Paper,Vítor Meireles,1868/1872,,grafite sobre papel,"Estudo para ""Combate naval do Riachuelo"""
1406,Paper,Djanira,1962,,têmpera sobre papel,Estudo definitivo [para o painel decorativo] Indústria Automobilística [para o navio Princesa Isabel] p[ara] a [Companhia de Navegação] Costeira
1407,Paper,Eliseu Visconti,1920,,aquarela e guache sobre papel,"[Cartaz de propaganda da] Comp[anh]ia [de Bebidas ] Antártica [do Rio de Janeiro S. A.]"""
1408,Paper,Djanira,1956,,guache sobre papel,
1409,Paper,Roberto Rodrigues,1928,,nanquim sobre papel,
1410,Paper,Djanira,1961/1970,,guache sobre papel,Estudo de azulejo
1411,Paper,Candido Portinari,1937,,carvão sobre papel,
1412,Paper,Djanira,1961/1970,,guache e grafite sobre papel,
1413,Paper,Roberto Rodrigues,1928,,nanquim sobre papel,
1414,Paper,Carlos Schwabe,1890,,aquarela e bico de pena sobre papel,A festa de todos os santos
1415,Paper,Djanira,1961/1970,,guache e grafite sobre papel,
1416,Paper,Djanira,1961/1970,,guache e nanquim sobre papel,
1417,Paper,Roberto Rodrigues,1927,,nanquim sobre papel,"""Um caso de polícia"", da série ""Senhorita 1950"", Ilustração para a Revista Para Todos, 1927"
1418,Paper,François Gérard,1819,,crayon sobre papel,"Corine [estudo para o quadro Corine em Cabo Miseno]"""
1419,Paper,Candido Portinari,1944,,nanquim sobre papel,Mensagem etérea III
1420,Paper,Roberto Rodrigues,1927,,nanquim sobre papel,"Ilustração da série ""Senhorita 1950"", para a Revista Para Todos, 1927"
1421,Paper,Roberto Rodrigues,1925,,carvão e giz sobre papel,Esboço de retrato masculino - O louco
1422,Paper,Eugênio Latour,1912,,óleo sobre tela colada em cartão,Bianca
1423,Paper,Djanira,1956,,carvão sobre papel,Mineiros de carvão
1424,Paper,Djanira,1961/1970,,guache sobre papel,"Pescadores de Parati, RJ"
1425,Paper,José Rodrigues Moreira,1850/1866,,nanquim e aquarela sobre papel,
1426,Paper,Bruno Lechowsky,1939,,aquarela sobre papel colado em madeira,Rio de Janeiro capital da beleza
1427,Paper,Roberto Rodrigues,1928,,nanquim sobre papel,
1428,Paper,Rodolfo Amoedo,1890/1930,,têmpera sobre papel,
1429,Paper,Djanira,1961/1970,,carvão sobre papel,Pescadores
1430,Paper,Djanira,1961/1970,,grafite sobre papel,[Retrato de] corista da Ópera de Pequim
1431,Paper,Carlos Schwabe,1890,,aquarela e bico de pena sobre papel,"Natividade, canto da meia-noite [estudo de capa para o ""Evangelho da infância de nosso senhor Jesus Cristo""]"""
1432,Paper,Djanira,1952,,guache e grafite sobre papel,Costume de ballet
1433,Paper,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Figura feminina de vermelho à janela
1434,Paper,Francisco Pradilla Y Ortiz,1870/1921,,aquarela sobre papel,Toreador
1435,Paper,Roberto Rodrigues,1923/1929,,nanquim sobre papel,
1436,Paper,Djanira,1956,,nanquim e grafite sobre papel,Tocador de berimbau
1437,Paper,Franklin Cassaro,2002/2005,,papel revidta colado e fita adesiva,38 Abrigo orgásmico
1438,Paper,Vítor Meireles,1872/1875,,crayon e giz sobre papel,"Estudo para ""Juramento da Princesa Isabel"
1439,Paper,Décio Vilares,1891,,técnica mista sobre papel,Retrato de mulher
1440,Paper,Djanira,1961/1970,,guache sobre papel,Cupido e noiva
1441,Paper,Tomás Santa Rosa,1954,,guache sobre papel cinza,Projeto de ornamentação [para o] Carnaval de 1954 - Praça 11 de junho - motivo central
1442,Paper,Candido Portinari,1943,,nanquim sobre papel,
1443,Paper,Vítor Meireles,1859/1860,,grafite sobre papel,
1444,Paper,Grandjean de Montigny,1808,,bico de pena e aguada de nanquim sobre papel colado em cartolina,"Projeto não identificado para a cidade de Paris, França"
1445,Paper,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,aquarela e grafite sobre papel,
1446,Paper,Domingos Sequeira,1810,,crayon sobre papel,Retrato de moça
1447,Paper,Philippe de Bourbon Bragança,1903,,aquarela sobre papel,"Fez porta sul [Marrocos]"""
