,Assunto/ palavras-chave,Autor,Data,Identifier,Tipo do recurso,Título
2570,Wood,Eurico Alves,1947,,óleo sobre madeira,"Figueira"" (Paisagem de Petrópolis)"
2571,Wood,Eugène Boudin,1862,,óleo sobre madeira,Honfleur. Navios atracados no porto
2572,Wood,Monica Barki,1999,,"tecido, espuma, plástico, nylon e pva sobre madeira",Nômade
2573,Wood,Nicola Facchinetti,1876,,óleo sobre madeira,"Panorama de São Tomé das Letras, MG"
2574,Wood,Autor desconhecido,1937,,óleo sobre madeira,Vênus saindo das ondas do mar
2575,Wood,Eugène Boudin,1891,,óleo sobre madeira,Navios de guerra em Villefranche
2576,Wood,Joaquim Tenreiro,1972,,madeira pintada,Evolução
2577,Wood,Farnese de Andrade,1970/1980,,"madeira, ferro, bronze e tinta industrializada",Sem título
2578,Wood,Lídio Bandeira de Melo,1959,,óleo sobre madeira,Peixe
2579,Wood,Candido Portinari,1955,,óleo sobre tela colada em madeira,Cana-de-açúcar
2580,Wood,Silva Porto,1880/1893,,óleo sobre madeira,Paisagem
2581,Wood,Frans Post,1637/1680,,óleo sobre madeira,Vista de um engenho de cana de açúcar
2582,Wood,Waldyr Mattos,1972,,tinta acrílica e madeira,Mulata
2583,Wood,Farnese De Andrade,1987/1995,,"madeira, prata, objeto",O avô
2584,Wood,Sergio De Camargo,1980/1990,,acrílica sobre madeira,Sem título
2585,Wood,Oswaldo Goeldi,1955,,madeira (pequiá-marfim),Sol vermelho
2586,Wood,Sonia Von Brüsky,1993,,têmpera e colagem de lâminas de madeira,Série círculos partidos
2587,Wood,Gonçalo Ivo,2005,,"têmpera, calcinação e folha de prata sobre madeira",Sem título
2588,Wood,Gonçalo Ivo,2005,,têmpera e calcinação sobre madeira,Sem título
2589,Wood,Siron Franco,1975,,óleo sobre madeira,Rainha
2590,Wood,Farnese de Andrade,1970/1980,,"madeira, objeto envernizado",Sem título
2591,Wood,José Julio De Souza Pinto,1870/1939,,óleo sobre madeira,Mulher com leque
2592,Wood,Francisco Haroldo Barroso Beltrão,1982/1983,,madeira,Figura negra
2593,Wood,Nina Baar,1972,,"madeira e materiais manufaturados palitos, botões, pedras, etc",O mar e a terra
2594,Wood,José Tarcísio,1974,,"pedra, madeira e materiais industriais",Movimento I
2595,Wood,Gonçalo Ivo,2005,,têmpera e calcinação sobre madeira,Sem título
2596,Wood,Wanda Pimentel,1970,,tinta vinílica sobre madeira,Envolvimento
2597,Wood,"Almandrade, Antônio Luiz Morais de Andrade",,,madeira,Sem título
2598,Wood,François Bonvin,1840/1886,,óleo sobre madeira,Carne e legumes
2599,Wood,Grandjean de Montigny,1795/1850,,óleo sobre madeira,Área romana
2600,Wood,Henri Nicolas Vinet,1862,,óleo sobre madeira,"Vista do Convento de Santa Teresa tomada do alto de Paula Matos, Rio de Janeiro, RJ"
2601,Wood,Léon Goupil,1890,,óleo sobre madeira,Cabeça de mulher
2602,Wood,Félix François Georges Ziem,1850/1910,,óleo sobre madeira,Barco ao lago
2603,Wood,Wanda Pimentel,1998/2004,,"tinta acrílica, tecido, madeira e vidro sobre tela","Sem título"", [da série] ""Animais"""
2604,Rio de Janeiro,,,,,
2605,Rio de Janeiro,Museu Nacional de Belas Artes,2004,,livro,
2606,Rio de Janeiro,Nicola Facchinetti,1884,,óleo sobre madeira,"Lagoa Rodrigo de Freitas, Rio de Janeiro, RJ"
2607,Rio de Janeiro,Joaquim José da França Júnior,1888,,óleo sobre tela,"Morro da Viúva, Rio de Janeiro, RJ"
2608,Rio de Janeiro,Inimá de Paula,1950,,óleo sobre tela,"Paisagem de Santa Teresa, Rio de Janeiro"
2609,Rio de Janeiro,Athos Bulcão,1980,,serigrafia,"Azulejos de residência na Gávea, Rio de Janeiro"
2610,Rio de Janeiro,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
2611,Rio de Janeiro,Alberto da Veiga Guignard,1938,,óleo sobre tela,"Trecho do Jardim Botânico, Rio de Janeiro, RJ"
2612,Rio de Janeiro,Carlos Oswald,1933,,água-tinta,"Pão de Açúcar [Rio de Janeiro, RJ]"
2613,Rio de Janeiro,,1943,,,Vista da Exposição de pintura – Candido Portinari no Museu Nacional de Belas Artes
2614,Rio de Janeiro,,1939,,,Vista da Exposição Portinari no Museu Nacional de Belas Artes
2615,Rio de Janeiro,,1939,,,Anúncio da Exposição Portinari no Museu Nacional de Belas Artes
2616,Rio de Janeiro,Nicola Facchinetti,1850/1880,,óleo sobre tela,Panorama do Rio de Janeiro
2617,Rio de Janeiro,Autor desconhecido,1900/1906,,Fotografia,Fotografia do terreno na Avenida Central destinado a construção do novo prédio da Escola Nacional de Belas Artes
2618,Rio de Janeiro,Iberê Camargo,1947,,óleo sobre tela,"Lapa, Rio de Janeiro, RJ"
2619,Rio de Janeiro,Tereza Miranda,1981,,fotogravura e ponta-seca,ANTIGA ESTAÇÃO DE BURROS - GAMBOA - RIO DE JANEIRO
2620,Rio de Janeiro,Djanira,1961/1970,,guache sobre papel,
2621,Rio de Janeiro,Giovanni Battista Castagneto,1884,,,Porto do Rio de Janeiro
2622,Rio de Janeiro,Museu Nacional de Belas Artes,2009,,livro,
2623,Rio de Janeiro,Rodolfo Bernardelli,,,bronze fundido,
2624,Rio de Janeiro,Henri Nicolas Vinet,1876,,óleo sobre tela,"A cascatinha da Tijuca, Rio de Janeiro, RJ"
2625,Rio de Janeiro,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
2626,Rio de Janeiro,Bruno Lechowsky,1939,,aquarela sobre papel colado em madeira,Rio de Janeiro capital da beleza
2627,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,3372,,"Noturno - Rio [de Janeiro, RJ]"
2628,Rio de Janeiro,Vítor Meireles,1885.0,,,
2629,Rio de Janeiro,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
2630,Rio de Janeiro,Rodolfo Bernardelli,1906,,bronze fundido,
2631,Rio de Janeiro,Rodolfo Bernardelli,,,bronze fundido,
2632,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13466,,Teatro Municipal' - Rio [de Janeiro]
2633,Rio de Janeiro,Rodolfo Bernardelli,,,bronze fundido,
2634,Rio de Janeiro,João Augusto Gerlinger,1939,,"aquarela, grafite e carvão sobre papel","Vista de Curvelo em Santa Teresa, Rio de Janeiro, RJ"
2635,Rio de Janeiro,João Batista Bordon,1912,,,"Paisagem de Vila Isabel, Rio de Janeiro"
2636,Rio de Janeiro||Pintura Brasileira,Heribert Robert Niaud||Heribert Robert Niaud,1928,611 A,,"Depois do banho, Copacabana, Rio de Janeiro, RJ"
2637,Rio de Janeiro,"Le Corbusier, Charles Edouard Jeanneret-Gris, dito",1936,,bico de pena sobre papel vegetal,"Esboço do interior da sobreloja do Palácio do Ministério da Educação e Saúde Pública, atual Gustavo Capanema, Rio de Janeiro, RJ"
2638,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13464,,"Beira-Mar' - Rio [de Janeiro, RJ]"
2639,Rio de Janeiro||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1910,1355,,"Estudo decorativo para a Biblioteca Nacional, Rio de Janeiro, RJ"
2640,Rio de Janeiro,Vítor Meireles,1895.0,,,
2641,Rio de Janeiro,João Augusto Gerlinger,1930/1957,,aquarela sobre papel,"Gigante adormecido, Tijuca, Rio de Janeiro, RJ"
2642,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13461,,"Trecho de cais' - Rio [de Janeiro, RJ]"
2643,Rio de Janeiro,Yoshiya Takaoka,1938,,óleo sobre tela,"Morro do Pinto,Rio de Janeiro"
2644,Rio de Janeiro||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6328,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro
2645,Rio de Janeiro||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1906.0,6327,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro
2646,Rio de Janeiro,Tereza Miranda,1981,,,Casa em Santa Tereza - Rio de Janeiro
2647,Rio de Janeiro||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1910,1149,,"[Estudo para o painel decorativo] Memória [da Biblioteca Nacional, do Rio de Janeiro]"
2648,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13463 A,,"Paisagem' - Rio [de Janeiro, RJ]"
2649,Rio de Janeiro,Tereza Miranda,1981,,"fotogravura, água-tinta, água-forte e verniz mole a cores",Portão - Santa Teresa - Rio
2650,Rio de Janeiro,Tereza Miranda,1981,,"fotogravura, água-tinta e água-forte a cores","Morro do Pinto,Rio de Janeiro"
2651,Rio de Janeiro,Tereza Miranda,2003,,,"Dois Irmãos, [da série] Rio de Janeiro (Paisagens)"
2652,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,1963,11670,,Estudo de Via Sacra para a capela do túnel Catumbi-Laranjeiras (não executado)
2653,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,,11810,,"Estudo de painel de azulejos para a sala da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
2654,Rio de Janeiro,Tereza Miranda,1981,,,Bandeira de porta - Catete - Rio de Janeiro
2655,Rio de Janeiro,Carlos Oswald,1919,,,Árvore na Tijuca [Rio de Janeiro]
2656,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,,11799,,
2657,Rio de Janeiro,Henrique Bernardelli,1909,,,Estudo para a capa do Programa de inauguração do Teatro Municipal do Rio de Janeiro
2658,Rio de Janeiro,Maria Vasco,1906,,,"Leme, Rio de Janeiro"
2659,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,,11797,,
2660,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,,11798,,
2661,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,,11801,,
2662,Rio de Janeiro,Grandjean de Montigny,1827,,,
2663,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13469,,"Alfândega' - Rio [de Janeiro, RJ]"
2664,Rio de Janeiro||Desenho Brasileiro,Djanira||Djanira,,11800,,
2665,Rio de Janeiro,Darel Valença Lins,1955,,litografia,"Noite em Botafogo [Rio de Janeiro, RJ]"""
2666,Rio de Janeiro,Thereza Miranda,2002,,"fotogravura, água-tinta, ponta-seca a cores e tinta dourada","Corcovado. Ipanema. Leblon- Rio De Janeiro"""
2667,Rio de Janeiro,Vítor Meireles,1885.0,,,
2668,Rio de Janeiro,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
2669,Rio de Janeiro,Henri Nicolas Vinet,1862,,óleo sobre madeira,"Vista do Convento de Santa Teresa tomada do alto de Paula Matos, Rio de Janeiro, RJ"
2670,Rio de Janeiro,Grandjean de Montigny,1846,,,"Projeto de chafariz para rua São Clemente, Rio de Janeiro, RJ"
2671,Rio de Janeiro,Djanira,1961/1970,,guache e grafite sobre papel,"Estudo de painel de azulejos para o corredor da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
2672,Rio de Janeiro,Carlos Oswald,1925,,água-tinta,"[Pedra da] Gávea"" [Rio de Janeiro, RJ]"
2673,Rio de Janeiro||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13462,,"Arsenal da Marinha' - Rio [de Janeiro, RJ]"
2674,Rio de Janeiro,Tereza Miranda,1999,,fotogravura e água-tinta a cores,FLORESTA DA TIJUCA - RIO
2675,Rio de Janeiro,Vítor Meireles,1885,,óleo sobre tela,
2676,Rio de Janeiro,Tereza Miranda,1977,,,"Homenagem a Mangueira, [da série] Rio de Janeiro (Carnaval)"
2677,Contemporary art,,,,,
2678,Contemporary art,Anna Maria Maiolino,1980,,nanquim e guache sobre papel,Cruzeiro do Sul
2679,Contemporary art,Paulo Roberto Leal,1985,,tinta acrílica sobre tela,Interiores
2680,Contemporary art,Anna Maria Maiolino,1976/1980,,ferro e cimento,Sem título
2681,Contemporary art,Anna Maria Maiolino,1976/1980,,"papel, linha e nanquim",Trajetória I
2682,Contemporary art,Anish Kapoor,,,,Sem Título
2683,Contemporary art||Escultura Estrangeira,SOL LeWitt (atribuído)||SOL LeWitt (atribuído),,21795,,3 x 4 x 6
2684,Contemporary art,Antônio Henrique Amaral,1971,,óleo sobre tela,Seqüência um
2685,Contemporary art||Fotografia Brasileira,Anna Maria Maiolino||Anna Maria Maiolino,1981,16567,,Entrevidas - da série Fotopoemação
2686,Contemporary art,Antony Gormley,,,,LIMN II
2687,Contemporary art,Victor Vasarely,1940/1997,,serigrafia,Optical Cube
2688,Contemporary art,Rubem Grilo,1984,,,Aldeia global
2689,Contemporary art,Rubem Grilo,1983,,xilogravura,A praça
2690,Contemporary art,Cildo Meireles,2010,,,© C. M. - 68
2691,Contemporary art,Fayga Ostrower,1981,,,8104 [Paisagem]
2692,Contemporary art,Fayga Ostrower,1980,,,8021 [Paisagem]
2693,Contemporary art,Fayga Ostrower,1974,,,"Crepúsculo, [da série] Caminho"
2694,Contemporary art||Gravura Brasileira,Rubem Grilo||Rubem Grilo,1996.0,18453,,PASSAGEIROS
2695,Contemporary art,Fayga Ostrower,1995,,água-tinta a cores,Sem título
2696,Contemporary art,Fayga Ostrower,1995,,"água-tinta, água-forte e ponta-seca",9504/9505/9506
2697,Contemporary art,Flavio-Shiró,1975,,xilogravura,Formas e Anatomias Diversas
2698,Contemporary art||Escultura Estrangeira,Antony Gormley||Antony Gormley,,21799,,Double Extended Meme
2699,Contemporary art,Fayga Ostrower,1992,,"água-tinta, ponta seca e água-forte a cores",9204 - A Paz
2700,Contemporary art||Gravura Estrangeira,William Hayter||William Hayter,,,,Composição abstrata
2701,Contemporary art,Fayga Ostrower,1995,,água-tinta e buril,Sem título
2702,Contemporary art,Fayga Ostrower,1958,,água-tinta,Composição abstrata
2703,Contemporary art,Fayga Ostrower,1994,,xilogravura a cores,Sem título
2704,Contemporary art,Fayga Ostrower,1974,,,"Noite, [da série] Caminhos"""
2705,Contemporary art||Gravura Estrangeira,Stanley William Hayter||Stanley William Hayter,1952,21537,,Composição abstrata
2706,Contemporary art,Fayga Ostrower,1980,,,8002 [composição abstrata]
2707,Contemporary art,Fayga Ostrower,1969,,,6909
2708,Contemporary art||Livro de Artista,Anna Maria Maiolino||Anna Maria Maiolino,1976,,,Ponto a ponto
2709,Contemporary art,Fayga Ostrower,1993,,,9307
2710,Contemporary art,Fayga Ostrower,1971,,xilogravura a cores,7105 [Composição abstrata]
2711,Contemporary art,Fayga Ostrower,1980,,,8012 [Composição abstrata]
2712,Contemporary art,Fayga Ostrower,1966,,,6627
2713,Contemporary art,Fayga Ostrower,,,,9508
2714,Contemporary art,Fayga Ostrower,2001,,serigrafia a cores,2106
2715,Contemporary art,Fayga Ostrower,2001,,,2105
2716,Contemporary art,Fayga Ostrower,1959,,água-tinta e ponta-seca,5901 [Composição abstrata]
2717,Contemporary art,Fayga Ostrower,1959,,,5904 [Composição abstrata]
2718,Contemporary art,Fayga Ostrower,1969,,xilogravura a cores,16908
2719,Contemporary art,Fayga Ostrower,1994,,xilogravura a cores,Sem título
2720,Contemporary art,Fayga Ostrower,1994,,xilogravura a cores,Sem título
2721,Contemporary art,Fayga Ostrower,1993,,,Sem título
2722,Contemporary art||Gravura Estrangeira,Louise Bourgeois||Louise Bourgeois,2002,,,Ponto de contato
2723,Contemporary art||Gravura Brasileira,Anna Maria Maiolino||Anna Maria Maiolino,1966,,,"Eu, você, o asno"
2724,Contemporary art,Fayga Ostrower,1966,,,6612
2725,Contemporary art||Livro de Artista,Anna Maria Maiolino||Anna Maria Maiolino,1976,,,Trajetória II
2726,Contemporary art||Escultura Estrangeira,SOL LeWitt (atribuído)||SOL LeWitt (atribuído),,21794,,Complex form #78
2727,Contemporary art,Fayga Ostrower,1966,,xilogravura a cores,6619
2728,Contemporary art,Fayga Ostrower,,,,9302
2729,Contemporary art||Gravura Brasileira,Anna Maria Maiolino||Anna Maria Maiolino,1971,,,Espaço inventado
2730,Contemporary art,Fayga Ostrower,1970,,,7006
2731,Contemporary art,Fayga Ostrower,1998,,,9801
2732,Contemporary art,Fayga Ostrower,1974,,,"Manhã, [da série] Caminho"
2733,Contemporary art,Fayga Ostrower,1993,,,9301
2734,Contemporary art,Fayga Ostrower,1992,,,9202
2735,Contemporary art||Desenho Brasileiro,Anna Maria Maiolino||Anna Maria Maiolino,1995,,,"""Sem Título"", da Série Codificações Matéricas"
2736,Contemporary art||Gravura Estrangeira,Stanley William Hayter||Stanley William Hayter,1948,21539,,Composição abstrata
2737,Contemporary art,Fayga Ostrower,1995,,,9507
2738,Contemporary art,Fayga Ostrower,1998,,,9804
2739,Contemporary art||Gravura Estrangeira,Barbara Kruger||Barbara Kruger,,20672,,Reach Out and Touch Someone
2740,Contemporary art,Fayga Ostrower,1998,,,9803
2741,Contemporary art,Fayga Ostrower,1974,,,"Aurora, [da série] Caminho"
2742,Contemporary art,Flavio-Shiró,1989,,técnica mista sobre tela,Umbigo do mundo
2743,Contemporary art||Livro de Artista,Anna Maria Maiolino||Anna Maria Maiolino,1976,,,Percurso
2744,Contemporary art,Niki de Saint-Palle,,,,Faucon Bleu
2745,Contemporary art,Fayga Ostrower,1974,,,"Tarde, [da série] Caminho"
2746,Contemporary art,Fayga Ostrower,1981,,,"8103 [Paisagem]"""
2747,Contemporary art,Fayga Ostrower,1974,,,"Dia, [da série] Caminho"
2748,Watercolor painting,,,,,
2749,Watercolor painting,Leonilson,1980,,aquarela e guache sobre papel,Trapezista
2750,Watercolor painting,Di Cavalcanti,1920,,aquarela e grafite sobre papel,As traquinices do mascarado mignon
2751,Watercolor painting,Grandjean de Montigny,1801/1805,,"bico de pena, aguada de nanquim e aquarela sobre papel colado em cartolina","Elevação do pórtico do Panteon em Roma, Itália"
2752,Watercolor painting,Eliseu Visconti,1890/1940,,aquarela sobre papel,Estudo de estamparia para tecido
2753,Watercolor painting,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Cena de café
2754,Watercolor painting,Djanira,1956,,guache sobre papel,
2755,Watercolor painting,Grandjean de Montigny,1808,,bico de pena e aquarela sobre papel colado em cartolina,Composição com fragmentos antigos
2756,Watercolor painting,Grandjean de Montigny,1848,,bico de pena e aquarela sobre papel,
2757,Watercolor painting,Djanira,1956,,óleo e guache sobre papel,"Estudo para o cartaz da peça teatral ""Orfeu da Conceição"", de Vinicius de Moraes"
2758,Watercolor painting,Djanira,1961/1970,,guache sobre papel,Tocador de pífano
2759,Watercolor painting,Leonilson,1980/1993,,"Aquarela, guache, lápis de cor e tinta preta a pena sobre papel",Meio - Coincidência - Conhecimento
2760,Watercolor painting,Rodolfo Amoedo,1883,,aquarela sobre cartão,Atelier de Amoedo em Paris
2761,Watercolor painting,Di Cavalcanti,1920,,aquarela e grafite sobre papel,"Estudo de cenário para "" Carnaval das Crianças Brasileiras"" de Villa-Lobos (não executado)"
2762,Watercolor painting,Rodolfo Amoedo,,,aquarela sobre papel,"Estudo de paisagem com morro do Corcovado, Rio de Janeiro, RJ"
2763,Watercolor painting,Djanira,1961/1970,,guache sobre papel,
2764,Watercolor painting,Carlos Schwabe,1890,,aquarela e bico de pena sobre papel,"Natividade, canto da aurora [ilustração para o ""Evangelho da infância de nosso senhor Jesus Cristo""]"""
2765,Watercolor painting,Djanira,1956,,óleo e guache sobre cartão,"Estudo para o cartaz da peça teatral ""Orfeu da Conceição"", de Vinícius de Moraes ,"
2766,Watercolor painting,Djanira,1961/1970,,guache e grafite sobre papel,
2767,Watercolor painting,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Natureza morta
2768,Watercolor painting,Djanira,1956,,guache sobre papel,
2769,Watercolor painting,João Batista Pagani,1890,,guache sobre papel,"Paisagem de Barbacena, MG"
2770,Watercolor painting,Cícero Dias,1934,,guache sobre papel,
2771,Watercolor painting,Djanira,1961/1970,,guache sobre papel,
2772,Watercolor painting,Djanira,1954,,guache e grafite sobre papel,Jogadores de dominó
2773,Watercolor painting,Carlo Fontana,1660/1714,,guache sobre cartolina,Ruínas de Roma
2774,Watercolor painting,Grandjean de Montigny,1848,,bico de pena e aquarela sobre papel,
2775,Watercolor painting,Eliseu Visconti,1920,,aquarela e guache sobre papel,"[Cartaz de propaganda da] Comp[anh]ia [de Bebidas ] Antártica [do Rio de Janeiro S. A.]"""
2776,Watercolor painting,Djanira,1956,,guache sobre papel,
2777,Watercolor painting,Djanira,1961/1970,,guache sobre papel,Estudo de azulejo
2778,Watercolor painting,Djanira,1961/1970,,guache e grafite sobre papel,
2779,Watercolor painting,Carlos Schwabe,1890,,aquarela e bico de pena sobre papel,A festa de todos os santos
2780,Watercolor painting,Djanira,1961/1970,,guache e grafite sobre papel,
2781,Watercolor painting,Djanira,1961/1970,,guache e nanquim sobre papel,
2782,Watercolor painting,Djanira,1961/1970,,guache sobre papel,"Pescadores de Parati, RJ"
2783,Watercolor painting,José Rodrigues Moreira,1850/1866,,nanquim e aquarela sobre papel,
2784,Watercolor painting,Bruno Lechowsky,1939,,aquarela sobre papel colado em madeira,Rio de Janeiro capital da beleza
2785,Watercolor painting,Carlos Schwabe,1890,,aquarela e bico de pena sobre papel,"Natividade, canto da meia-noite [estudo de capa para o ""Evangelho da infância de nosso senhor Jesus Cristo""]"""
2786,Watercolor painting,Djanira,1952,,guache e grafite sobre papel,Costume de ballet
2787,Watercolor painting,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Figura feminina de vermelho à janela
2788,Watercolor painting,Francisco Pradilla Y Ortiz,1870/1921,,aquarela sobre papel,Toreador
2789,Watercolor painting,Djanira,1961/1970,,guache sobre papel,Cupido e noiva
2790,Watercolor painting,Tomás Santa Rosa,1954,,guache sobre papel cinza,Projeto de ornamentação [para o] Carnaval de 1954 - Praça 11 de junho - motivo central
2791,Watercolor painting,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,aquarela e grafite sobre papel,
2792,Watercolor painting,Philippe de Bourbon Bragança,1903,,aquarela sobre papel,"Fez porta sul [Marrocos]"""
2793,Watercolor painting,"Nássara, Antônio Gabriel, dito",1943,,"guache, lápis de cor e nanquim sobre papel","""Mascarados"" - ilustração para a revista ""O Cruzeiro"""
2794,Watercolor painting,Henrique Bernardelli,1880/1935,,aquarela e têmpera sobre papel,À saúde da bela
2795,Watercolor painting,Henrique Bernardelli,1933,,aquarela sobre papel,Autorretrato
2796,Watercolor painting,João Augusto Gerlinger,1939,,"aquarela, grafite e carvão sobre papel","Vista de Curvelo em Santa Teresa, Rio de Janeiro, RJ"
2797,Watercolor painting,Leôncio Vieira,1880,,aquarela sobre papel,Rosas
2798,Watercolor painting,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,aquarela e grafite sobre papel,
2799,Watercolor painting,"Di Cavalcanti, Emiliano Augusto Cavalcanti De Albuquerque Melo, Dito",1920,,aquarela e grafite sobre papel,
2800,Watercolor painting,José dos Reis Carvalho,1853,,aquarela sobre papel,"Teatro Provisório [Rio de Janeiro, RJ]"
2801,Watercolor painting,João Augusto Gerlinger,1930/1957,,aquarela sobre papel,"Gigante adormecido, Tijuca, Rio de Janeiro, RJ"
2802,Watercolor painting,Djanira,1956,,guache sobre papel,A ilha verde
2803,Watercolor painting,Tomás Santa Rosa,1954,,guache sobre papel,Projeto de ornamentação [para o] Carnaval de 1954 - Av. Rio Branco - Arcos
2804,Watercolor painting,Djanira,1961/1970,,xilogravura com retoques de guache,
2805,Watercolor painting,Djanira,1961/1970,,guache e grafite sobre papel,Equilibrista da Ópera de Pequim
2806,Watercolor painting,Djanira,1953,,guache sobre papel,Costume de ballet
2807,Watercolor painting,Eugène Cottin,1860/1902,,aquarela sobre papel,"A festa a Josefine [...]"""
2808,Watercolor painting,"Nássara, Antônio Gabriel, dito",1943,,guache e nanquim sobre cartão,"""Provérbios Ilustrados"" - ilustração para a revista ""O Cruzeiro"""
2809,Watercolor painting,Djanira,1961/1970,,guache e grafite sobre papel,Contorcionista da Ópera de Pequim
2810,Watercolor painting,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,aquarela e grafite sobre papel,
2811,Watercolor painting,Grandjean de Montigny (dtribuído),1800/1850,,bico de pena e aquarela sobre papel,
2812,Watercolor painting,Renina Katz,1999,,"água-forte, tinta esferográfica e guache",Ode ao negro [4° estado]
2813,Watercolor painting,Cícero Dias,1934,,aquarela e grafite sobre papel,
2814,Watercolor painting,Djanira,1940,,aquarela e nanquim sobre papel,Ciranda
2815,Watercolor painting,Marcio Périgo,1987,,guache sobre papel,"Até ontem em Atenas nas mãos do malabarista, [da série] Caos Aparente"
2816,Watercolor painting,Djanira,1961/1970,,guache e grafite sobre papel,"Estudo de painel de azulejos para o corredor da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
2817,Watercolor painting,Gustave Doré,1870,,aquarela sobre papel,"Paisagem dos Pirineus, França"
2818,Watercolor painting,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,aquarela e grafite sobre papel,
2819,India ink,,,,,
2820,India ink,Anna Maria Maiolino,1976/1980,,"papel, linha e nanquim",Trajetória I
2821,India ink,Grandjean de Montigny,1801/1805,,"bico de pena, aguada de nanquim e aquarela sobre papel colado em cartolina","Elevação do pórtico do Panteon em Roma, Itália"
2822,India ink,Candido Portinari,1944,,nanquim e aguada sobre cartão,
2823,India ink,Anita Malfatti,1925,,nanquim sobre papel,Nu sentado
2824,India ink,Tarsila Do Amaral,1929,,nanquim sobre papel,Paisagem Antropofágica
2825,India ink,Candido Portinari,1944,,nanquim e aguada sobre cartão,
2826,India ink,Candido Portinari,1946,,nanquim sobre papel,Composição
2827,India ink,Candido Portinari,1943,,bico de pena e nanquim sobre papel,
2828,India ink,Candido Portinari,1944,,nanquim e aguada sobre cartão,
2829,India ink,Rodolfo Amoedo,1905,,bico de pena e nanquim sobre papel,Estudo para retrato de senhora
2830,India ink,Candido Portinari,1944,,nanquim e aguada sobre cartão,
2831,India ink,Grandjean de Montigny,1800/1840,,bico de pena e aguada de nanquim sobre papel colado em cartolina,
2832,India ink,Candido Portinari,1944,,nanquim e aguada sobre cartão,
2833,India ink,Grandjean de Montigny,,,bico de pena e aguada de nanquim sobre papel colado em cartolina,
2834,India ink,Honoré Daumier,1860/1879,,nanquim sobre papel,Caricatura de dois caçadores
2835,India ink,Djanira,1961/1970,,nanquim e grafite sobre papel,"Malabarista da "" Ópera de Pequim"""
2836,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2837,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2838,India ink,Djanira,1961/1970,,guache e nanquim sobre papel,
2839,India ink,Roberto Rodrigues,1927,,nanquim sobre papel,"""Um caso de polícia"", da série ""Senhorita 1950"", Ilustração para a Revista Para Todos, 1927"
2840,India ink,Candido Portinari,1944,,nanquim sobre papel,Mensagem etérea III
2841,India ink,Roberto Rodrigues,1927,,nanquim sobre papel,"Ilustração da série ""Senhorita 1950"", para a Revista Para Todos, 1927"
2842,India ink,José Rodrigues Moreira,1850/1866,,nanquim e aquarela sobre papel,
2843,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2844,India ink,Roberto Rodrigues,1923/1929,,nanquim sobre papel,
2845,India ink,Djanira,1956,,nanquim e grafite sobre papel,Tocador de berimbau
2846,India ink,Grandjean de Montigny,1841,,bico de pena e aguada de nanquim sobre cartolina,
