Acervo,Agente,Classificação,Descrição,Descrição Física,Document,Imprenta,Inf. publicação,Link do Item,Título,Assuntos,Conteúdo,Locais
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas, ensaios e turnê da peça ""Hedda Gabler"". RJ - Rio de Janeiro, 1982 e PE - Recife, 1983. Tradução Millôr Fernandes. Direção Gilles Gwizdek. Cenografia e iluminação Gianni Ratto. Figurinos Kalma Murtinho Fot. 1: Dina Sfat, Francisco Cuoco e Edney Gi","1 dossiê (317 docs.: 8 contatos com 216 imagens, 101 fotos, p&b, color; 8,5 x 12,5 cm a 30 x 24cm).",126229,"[S.l.: s.n.], 1982 - 83.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/hedda-gabler-rj-rio-de-janeiro-1982-e-pe-recife-1983-cenas-do-espetaculo-ensaios-e-turne/,"Hedda Gabler / RJ - Rio de Janeiro, 1982 e PE - Recife, 1983 : Cenas do espetáculo, ensaios e turnê",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Vivendo em Pecado"". RJ - Rio de Janeiro, 1952. De Terence Rattigan. Fotos publicadas no Jornal da Tarde, conforme carimbo registrado na foto. Fot. 1: Dulcina de Moraes e Odilon Azevedo Fot. 2: Dulcina de Moraes e Odilon Azevedo","1 dossiê (2 fotos: p&b; 15,1 x 9cm e 15,9 x 11cm).",,"Rio de Janeiro : [s.n.], 1952.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/vivendo-em-pecado-rj-rio-de-janeiro-1952-cenas-da-peca/,"Vivendo em Pecado / RJ - Rio de Janeiro, 1952 : Cenas da peça",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A Viúva Astuciosa"". RJ - Rio de Janeiro, 1956. De Carlo Goldoni. Tradução Mário da Silva. Direção Adolfo Celi. Cenografia e figurino Aldo Calvo. Produção Companhia Tônia-Celi-Autran. Elenco: Antônio Ganzarolli, Benedito Corsi, Carmem Murgel","1 dossiê (Nº dig. 147, 1 foto, p&b; 12 x 11,5cm).",,"Rio de Janeiro : [s.n.], 1956.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-viuva-astuciosa-rj-rio-de-janeiro-1956-cena-do-espetaculo/,"A Viúva Astuciosa / RJ - Rio de Janeiro, 1956 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Vidas Calientes"". Teatro Augusta. SP - São Paulo, 2001. De Luque Dalzotro. Direção Fernando Peixoto. Cenário Marcello Jordan. Dalzotro Produções. Fot. 1: Patricia Villela e Renato Scarpin Fot. 2: Renato Scarpin e Daniel Gaggini Fot. 3: Im","1 dossiê (9 fotos, color; 12,4 x 18cm).",,"São Paulo : [s.n.], 2001.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/vidas-calientes-sp-sao-paulo-2001-cenas-do-espetaculo/,"Vidas Calientes / SP - São Paulo, 2001 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Vestido de Noiva"". Teatro Municipal. RJ - Rio de Janeiro, 1946-76. De Nelson Rodrigues. Direção Ziembinsky. Cenografia Santa Rosa. Grupo Os Comediantes. Fot. 1: Stela Perry e Carlos Perry - 1946 Fot. 2: Atores não identificados - 1946 Fot","1 dossiê (3 fotos, p&b; 11,7 x 17,7cm a 17,6 x 24cm).",,"Rio de Janeiro : [s.n.], 1946-76.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/vestido-de-noiva-rj-rio-de-janeiro-1946-76-cenas-do-espetaculo/,Vestido de Noiva / RJ - Rio de Janeiro 1946-76 : Cenas do espetáculo,,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Vassah: A Dama de Ferro"". RJ - Rio de Janeiro, 2000 e SP - São Paulo, 2001. De Máximo Górki. Tradução Fernando Peixoto e Eugenio Kusnet. Direção Alexandre de Mello. Direção e produção Gerardo Franco. Produção executiva Giuliano Nandi. Assi","1 dossiê (17 docs.: 16 fotos, 1 postal Polaroid, color; 9 x 13,5cm a 22 x 14,8cm) : Nº dig. 14.",,"[S.l.: s.n.], 2000-2001.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/vassah-a-dama-de-ferro-rj-rio-de-janeiro-2000-e-sp-sao-paulo-2001-cenas-do-espetaculo/,"Vassah: A Dama de Ferro / RJ - Rio de Janeiro, 2000 e SP - São Paulo, 2001 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Último Carro"". Teatro Opinião. RJ - Rio de Janeiro, 1977. Grupo Opinião. Autoria e direção João das Neves. Fot. 1: Diogo Vilela, Anselmo Vasconcelos e atores não identificados Fot. 2: Ligia Ferreira, João das Neves, [Marcus Alvisi?] e a","1 dossiê (4 fotos: p&b; 11,7 x 17,7cm a 18 x 23,5cm).",,"Rio de Janeiro : [s.n.], 1977.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-ultimo-carro-rj-rio-de-janeiro-1977-cenas-do-espetaculo/,"O Último Carro / RJ - Rio de Janeiro, 1977 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Três Caminhos Percorridos por Honório dos Anjos e dos Diabos"". RS - Porto Alegre, 1993. De João Siqueira. Trilha sonora Rogério Lauda. Foto Zé Inácio. Grupo Ói Nóis Aqui Traveiz. Fot. 1: Grupo Ói Nóis Aqui Traveiz Fot. 2: Grupo Ói Nóis Aq","1 dossiê (2 fotos: p&b; 11,8 x 17,6cm).",,"Porto Alegre : [s.n.], 1993.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-tres-caminhos-percorridos-por-honorio-dos-anjos-e-dos-diabos-rs-porto-alegre-1993/,"Os Três Caminhos Percorridos por Honório dos Anjos e dos Diabos / RS - Porto Alegre, 1993",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""A Torre em Concurso"". Teatro Glaucio Gil. RJ - Rio de Janeiro, 1974. Comédia Musical Satírica em dois atos. De Joaquim Manoel de Macedo. Direção Fernando Peixoto. Cenografia Hélio Eichbauer. Figurinos de Rosa Magalhães. Musica e direção mu","1 dossiê (180 docs.: 87 fotos, 1 duplicata, p&b; 6,7 x 9,8cm, 92 negativos, p&b; 3mm) : Nº dig. 19.",,[S.l.: s.n.].,Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-torre-em-concurso-rj-rio-de-janeiro-1974-cenas-do-espetaculo/,"A Torre em Concurso / RJ - Rio de Janeiro, 1974 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Teon - Morte em Tupi - Guarani"". RS - Porto Alegre, 1985. Grupo Ói Nóis Aqui Traveiz Fot. 1: Grupo Ói Nóis Aqui Traveiz","1 dossiê (1 foto: p&b; 17,5 x 23,5cm) : Nº dig. 270.",,"Porto Alegre : [s.n.], 1985.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/teon-morte-em-tupi-guarani-rs-porto-alegre-1985-cena-do-espetaculo/,"Teon - Morte em Tupi - Guarani / RS - Porto Alegre, 1985 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Tambores da noite"". Teatro Studio São Pedro. SP - São Paulo, 1972 e DCE da Católica de Belo Horizonte, MG. De Bertolt Brecht. Direção Fernando Peixoto em São Paulo e Carlinhos Vasconcelos e Belo Horizonte. Cenário Marcos Weintook. Músicas","1 dossiê (108 docs.: 58 fotos. 1 duplicata, p&b, color; 6,7 x 9,8cm a 23,5 x 17,6cm, 49 negativos, p&b, 3mm) : Nº dig. 21.",,"[S.l.: s.n.], 1972 e 1983.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/tambores-da-noite-sp-sao-paulo-1972-e-mg-belo-horizonte-1983-cenas-do-espetaculo/,"Tambores da noite / SP - São Paulo, 1972 e MG - Belo Horizonte, 1983 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Sr. Puntilha e seu criado Malti"". MG - Belo Horizonte, 1986. Teatro Pesquisa. Direção Pedro Paulo Cava. Foto Leandro Luppi. E$ncenado no Teatro Francisco Nunes de julho - agosto / 1986. Jornada Brecht do Goethe Institut. Fot. 1 a 6: Atore","1 dossiê (6 fotos: p&b; 11,5 x 17,5cm) : Nº dig. 283.",,"Belo Horizonte (MG) : [s.n.], 1986.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/sr-puntilha-e-seu-criado-malti-mg-belo-horizonte-1986-cenas-do-espetaculo/,"Sr. Puntilha e seu criado Malti / MG - Belo Horizonte, 1986 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena do filme ""Só Naquela Base"", 1960. Fot. 1: Liana Durval, Dercy Gonçalves, Ronaldo Lupo e ator não identificado","1 dossiê (1 foto: p&b; 18 x 23,8cm) : Nº dig. 179.",,"[S.l.: s.n.], 1960.",Dossiê de impressos,https://www.funarte.gov.br/colecoes-cedoc/so-naquela-base-1960-cena-do-filme/,"Só Naquela Base, 1960 : Cena do filme",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""A Semana"". Teatro Studio São Pedro. SP - São Paulo, 1972. De Carlos de Queiroz Telles. Produção Teatro São Pedro. Cenário e figurino Hélio Eichbauer. Música Toquinho. Direção Fernando Peixoto. Fot. 1: Cenário Fot. 2: Cenário Fot. 3: Cenár","1 dossiê (162 docs.: 28 fotos, p&b, color; 8,5 x 12,3cm a 24 x 17,5cm, 85 slides, color; 3mm, 49 negativos, color , p&b; 3mm) : Nº dig. 93.",,"[S.l.: s.n.], 1972.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-semana-sp-sao-paulo-1972-cenas-do-espetaculo/,"A Semana / SP - São Paulo, 1972 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Quarto de Emprega"". [SP - São Paulo, 1958?]. De Roberto Freire. Fot. 1: Atrizes não identificadas","1 dossiê (Nº dig. 159, 1 foto, p&b; 11,6 x 17,5cm).",,"[S.l.: s.n.], [1958?].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/quarto-de-empregada-sao-paulo-1958-cena-do-espetaculo/,"Quarto de Empregada / [São paulo, 1958?] : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Quarteto"". RJ - Rio de Janeiro, 1976. Teatro Ipanema. De Antônio Bivar. Direção Ziembinski. Cenografia Clovis Bueno. Figurino Stenio Oliveira Pereira. Elenco: Louise Cardoso, Marlene, Roberto Pirillo e Ziembinski. Produção Alvim Barbosa e P","1 dossiê (Nº dig. 142, 1 foto, p&b; 17,7 x 11,8cm).",,"Rio de Janeiro : [s.n.], 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/quarteto-rj-rio-de-janeiro-1976-cena-do-espetaculo/,"Quarteto / RJ - Rio de Janeiro, 1976 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Psicose"". PR- Curitiba, 1995. Cia. Delirius Fot. 1: Atores não identificados","1 dossiê (Nº dig. 160, 1 foto, color; 14,8 x 9,7cm).",,"Curitiba : [s.n.], 1995.",Dossiê de impressos,https://www.funarte.gov.br/colecoes-cedoc/psicose-pr-curitiba-1995/,"Psicose / PR - Curitiba, 1995",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Processo de Joana D'Arq"". SP - São Paulo, 1972. De Bertolt Brecht. Escola de Arte Dramática de São Paulo (EAD). Tradução Alberto Guziti. Adaptação e cenário Fernando Peixoto. Assistente de direção e cenário Zé Carlos Andrade. Exame Públi","1 dossiê (21 fotos: p&b; 18 x 23,5cm a 23,6 x 17,5cm).",,"São Paulo : [s.n.], 1972.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-processo-de-joana-darq-sp-sao-paulo-1972-cenas-do-espetaculo/,"O Processo de Joana D'Arq / SP - São Paulo, 1972 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Pressão Baixa"". MT - Cuiabá, 1993. Cia. Teatral Folhas Produções. Foto Lourivaldo Rodrigues. Fot. 1: Lioniê Vitório Fot. 2: J. Astrevo","1 dossiê (2 fotos: p&b; 17,8 x 11,8cm).",,"Cuiaba, MT : [s.n.], 1993.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/pressao-baixa-mt-cuiaba-1993-cenas-do-espetaculo/,"Pressão Baixa / MT - Cuiabá, 1993 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Ponto de Partida"". Teatro TAIB. SP - São Paulo, 1976. De Gianfrancesco Guarnieri. Direção Fernando Peixoto, Cenário e figurino Gianni Ratto. Música e direção musical Sergio Ricardo. Assistente de direção Wagner de Paula. Conjunto Musical M","1 dossiê (25 fotos: 24 fotos, 1 duplicata, papel, p&b; 10,5 x 14cm a 17,5 x 24cm).",,"São Paulo : [s.n.], 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/ponto-de-partida-sp-sao-paulo-1976-cenas-do-espetaculo/,"Ponto de Partida / SP - São Paulo, 1976 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Poder Negro"". Teatro Oficina. SP - São Paulo, 1968. De Leroi Jones. Tradução Chico Martins. Direção Fernando Peixoto. Assistente de direção Otávio Augusto. Cenográfia Marcos Flaksman. Fot. 1: Ítala Nandi e Antonio Pitanga Fot. 2: Ítala","1 dossiê (26 fotos: papel, p&b; 8 x 12,5cm a 17,5 x 23,5cm).",,"São Paulo : [s.n.], 1968.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-poder-negro-sp-sao-paulo-1968-cenas-do-espetaculo/,"O Poder Negro / SP - São Paulo, 1968 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da Peça ""PM2 - Os Heróis da Candelária"". RS - Porto Alegre, 1993 e SP - São Paulo, 1997. Texto de Cátia Correa e Marcelo Restori. Direção Marcelo Restori. Grupo Falos de Mel e Stercus Theatralis. Fot. 1: Grupo Falos de Mel e Stercus Theatralis Fot.","1 dossiê (14 fotos: p&b; 9 x 13,5cm a 12 x 18cm) : Nº dig. 100.",,"[S.l.: s.n.], 1993 - 1997.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/pm2-os-herois-da-candelaria-rs-porto-alegre-1993-e-sp-sao-paulo-1997-cenas-do-espetaculo/,"PM2 - Os Heróis da Candelária / RS - Porto Alegre, 1993 e SP - São Paulo, 1997 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Pluto, Deusa da Riqueza"". VEN - Valencia, 1978. Direção Miguel Torrence. Grupo Teatro Estable de Carabobo - Arlequim Fot. 1: Grupo Teatro Estable de Carabobo - Arlequim",1 dossiê (1 foto: p&b; 20 x 25cm) : Nº dig. 271.,,"Venezuela : [s.n.], 1978.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/pluto-deusa-da-riqueza-ven-valencia-1978-cena-do-espetaculo/,"Pluto, Deusa da Riqueza / VEN - Valencia, 1978 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A Perda Irreparável"". RJ - Rio de Janeiro, 1965. Teatro Copacabana. De Wanda Fabian. Direção Ziembinski. Cenografia e figurino Bellá Paes Leme. Produção Oscar Ornstein. Foto Carlos Arquivo Funarte. Elenco: Carlos Kroeber, Henriette Morineau","1 dossiê (Nº dig. 144, 1 foto, p&b; 11,7 x 17,7cm).",,"Rio de Janeiro : [s.n.], 1965.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-perda-irreparavel-rj-rio-de-janeiro-1965-cena-do-espetaculo/,"A Perda Irreparável / RJ - Rio de Janeiro, 1965 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Os Pequenos Burqueses"" e ensaio. SP - São Paulo, 1963 e [entre 196- e 197-]. De Máximo Gorki. Direção José Celso Martinez Corrêa. Assistente de direção Fernando Peixoto, Cenário e figurino Anisio Medeiros Fot. 1: Fernando Peixoto, Othon B","1 dossiê (24 fotos: p&b; 8,6 x 5,6cm a 23,5 x 17,2) : Nº dig. 22.",,"São Paulo : [s.n.], 1963 e [entre 196- e 197-].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-pequenos-burqueses-sp-sao-paulo-1963-e-entre-196-e-197-cenas-do-espetaculo/,"Os Pequenos Burqueses / SP - São Paulo, 1963 e [entre 196- e 197-] : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Pega Fogo"". SP - São Paulo, 1950-55 e [s.l, 19--]. Texto de Jules Renard. Tradução Gustavo Nonnenberg. Direção Ziembinski. Fot. 1: Cacilda Becker Fot. 2: Cacilda Becker Fot. 3: Ziembinski","1 dossiê (3 foto: p&b; 11,3 x 9,4cm a 17,6 x 11,6cm).",,"[S.l.: s.n.], 1950-55 e [19--].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/pega-fogo-sp-sao-paulo-1950-55-e-s-l-19-cenas-do-espetaculo/,"Pega Fogo / SP - São Paulo, 1950-55 e [s.l, 19--] : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Pedro Mico"". De Antonio Callado. *Teatro Nacional de Comédia - TBC. RJ - Rio de Janeiro, 1957. * Teatro de Equipe do Rio Grande do Sul. RS - Porto Alegre, 1960-61. Música Glenio Peres. Direção Fernando Peixoto. Fot. 1: Ivette Brandalise e","1 dossiê (Nº dig. 58, 6 fotos: p&b; 10 x 11cm a 17,6 x 24cm).",,"[S.l.: s.n.], 1957 e 1960-61.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/pedro-mico-rj-rio-de-janeiro-1957-e-rs-porto-alegre-1960-61-cenas-do-espetaculo/,"Pedro Mico / RJ - Rio de Janeiro, 1957 e RS - Porto Alegre, 1960-61 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Pârvati (A sacerdotisa do Amanhecer a Caminho da Consciência Cósmica)"". SP - São Paulo, 2000. De Cristina Lüthold. Direção Fernando Peixoto. Fotografia Jean Pierre Appy Fot. 1: Cristina Lüthold Fot. 2: Cristina Lüthold Fot. 3: Cristina Lü","1 dossiê (3 fotos: p&b; 14,8 x 9,7cm).",,"São Paulo : [s.n.], 2000.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/parvati-a-sacerdotisa-do-amanhecer-a-caminho-da-consciencia-cosmica-sp-sao-paulo-2000-cenas-do-espetaculo/,"Pârvati (A sacerdotisa do Amanhecer a Caminho da Consciência Cósmica) / SP - São Paulo, 2000 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Pagador de Promessas"". [SP - São Paulo, 1960?]. Cia. TBC - Teatro Brasileiro de Comédia. De Dias Gomes e [VEN - Venezuela?], 1980 Fot. 1: Elenco Fot. 2: Atores não identificados Fot. 3: Atores não identificados - VEN - Venezuela","1 dossiê (3 fotos: p&b; 11,5 x 17,5cm e 19,5 x 24,8cm) : Nº dig. 93.",,"[S.l.: s.n.], [1960?] e 1980.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-pagador-de-promessas-sp-sao-paulo-1960-e-ven-venezuela-1980-cenas-do-espetaculo/,"O Pagador de Promessas / [SP - São Paulo, 1960?] e [VEN - Venezuela?], 1980 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Otelo"". De William Shakespeare. *RJ - Rio e Janeiro, 1946. Tradução José Carlos Lisboa. Direção Willy Keller. Teatro Experimental do Negro - TEN. *RJ - Rio e Janeiro, 1976.Tradução Onestaldo de Pennafort. Cenários e figurinos Aldo Calvo. D","1 dossiê (Nº dig 13, 8 fotos: p&b; 10,8 x 14,3cm a 21 x 17,5cm).",,"Rio de Janeiro : [s.n.], 1946 e 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/otelo-rj-rio-e-janeiro-1946-e-1976-cenas-do-espetaculo/,"Otelo / RJ - Rio e Janeiro, 1946 e 1976 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Oito Canções para um Rei Louco"". Teatro Municipal de São Paulo. SP - São Paulo, [1984 - 2001?]. Do original ""Eight Songs for a Mad King"". De Peter Maxwell. Texto Randolph Stow e George III. Encenação Fernando Peixoto. Solista Paulo Fortes.","1 dossiê (14 fotos: p&b; 11,5 x 17,5cm).",,"São Paulo : [s.n.], 2001.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/oito-cancoes-para-um-rei-louco-sp-sao-paulo-2001-cenas-do-espetaculo/,"Oito Canções para um Rei Louco / SP - São Paulo, 2001 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O que mantém um homem vivo"". SP - São Paulo, 1973. De Bertolt Brecht. Direção José Antonio de Souza e Renato Borghi. Roteiro Esther Goés e Renato Borghi. Fot. 1: Esther Goés e Renato Borghi Fot. 2: Esther Goés e Renato Borghi","1 dossiê (2 fotos: p&b; 11,9 x 17,6cm).",,"São Paulo : [s.n.], 1973.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-que-mantem-um-homem-vivo-sp-sao-paulo-1973-cenas-do-espetaculo/,"O que mantém um homem vivo / SP - São Paulo, 1973 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Muro"". RS - Porto Alegre. De Jean Paul Sartre. Direção Carlos Murtinho. Fot. 1: Fernando Peixoto, Hamilton [Amábile?] e Nilton Carlos Scotti Fot. 2: Fernando Peixoto e Antonio Abujamra Fot. 3: Fernando Peixoto e Antonio Abujamra","1 dossiê (3 fotos: p&b; 17 x 23,5cm a 23,5 x 17,5).",,"Porto Alegre : [s.n.], 1954-55.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-muro-rs-porto-alegre-1954-55-cenas-do-espetaculo/,"O Muro / RS - Porto Alegre, 1954-55 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Uma Mulher e Três Palhaços"". Teatro Universitário da União Estadual dos Estudantes de Porto Alegre. RS - Porto Alegre, 1955. De Marcel Achard. Direção Silva Ferreira. Tradução Álvaro Moreira. Fot. 1: Fernando Peixoto, Silva Ferreira, Ligi","1 dossiê (7 fotos, p&b; 16,3 x 18cm a 23,5 x 17,5).",,"Porto Alegre : [s.n.], 1955.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/uma-mulher-e-tres-palhacos-rs-porto-alegre-1955-cenas-do-espetaculo/,"Uma Mulher e Três Palhaços / RS - Porto Alegre, 1955 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Mortos sem Sepultura"". Teatro Maria Della Costa. SP - São Paulo, 1977. De Jean Paul Sartre. Produção Difusão , São Paulo. Direção e adaptação Fernando Peixoto. Cenografia Hélio Eichbaver. Fot. 1: José Fernandes, Walter Breda e Oswaldo Cam","1 dossiê (6 fotos: papel, p&b; 11 x 11,5cm a 12 x 18cm).",,"São Paulo : [s.n.], 1977.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/mortos-sem-sepultura-sp-sao-paulo-1977-cenas-do-espetaculo/,"Mortos sem Sepultura / SP - São Paulo, 1977 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Mirandolina"". [SP - São Paulo,1955?]. Teatro Maria Della Costa. De Carlos Goldoni. Tradução Itália Fausta. Direção Ruggero Jacobbi. Cenário Gianni Ratto. Produção Sandro Polônio. Fot. 1: Maria Della Costa e Serafim Gonzales Fot. 2: Maria","1 dossiê (2 fotos: p&b; 13,5 x 9,8cm e 16,7 x 11cm).",,"[S.l.: s.n.], [1955?].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/mirandolina-sp-sao-paulo1955-cenas-do-espetaculo/,"Mirandolina / [SP - São Paulo,1955?] : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Matar"". Teatro da Universidade do Rio Grande do Sul. RS - Porto Alegre, 1959. De Paulo Hecker Filho. Cenário e direção fernando Peixoto. Fot. 1: Armando Ferreira Filho e Ivette Brandalise Fot. 2: Armando Ferreira Filho, Maria Lêda e Luthe","1 dossiê (6 fotos: p&b; 6,4 x 11,4cm a 14,8 x 10cm).",,"Porto Alegre : [s.n.], 1959.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/matar-rs-porto-alegre-1959-cenas-do-espetaculo/,"Matar / RS - Porto Alegre, 1959 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Marido Confundido"". São Paulo, 1958. teatro Moderno de Comédia. De Molière. Tradução Alexandre Gusmão. Direção Ruggero Jacobbi. Cenografia Francisco Giaccheri. Figurino Oswaldo Mota. Fot. 1: Elisio de Albuquerque e Gustavo Pinheiro Fot.","1 dossiê (2 fotos: p&b; 11,5 x 15,3cm).",,"São Paulo : [s.n.], 1958.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-marido-confundido-sao-paulo-1958-cenas-do-espetaculo/,"O Marido Confundido / São Paulo, 1958 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Maria Stuart"". RJ - Rio de Janeiro, 1956. Teatro Ginástico. De F. Schiller. Direção Ziembinski. Fot. 1: Cacilda Becker e Fredi Kleemann","1 dossiê (Nº dig. 163, 1 foto, p&b; 24 x 17,5cm).",,"Rio de Janeiro : [s.n.], 1956.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/maria-stuart-rio-de-janeiro-1956-cena-do-espetaculo/,"Maria Stuart / Rio de Janeiro, 1956 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Mão de Luva"". Teatro Maria Della Costa. SP - São Paulo, 1984. De Oduvaldo Vianna Filho. Direção e iluminação Aderbal Freire Filho. Figurino Marcio [Colaferro?]. Foto Djalma L. Batista. Fot. 1: Marco Nanini e Juliana Carneiro da Cunha Fot.","1 dossiê (6 fotos: p&b; 11,5 x 16,5cm a 17,5 x 23,5cm).",,"São Paulo : [s.n.], 1984.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/mao-de-luva-sp-sao-paulo-1984-cenas-do-espetaculo/,"Mão de Luva / SP - São Paulo, 1984 : Cenas do espetáculo",,,
