Acervo,Agente,Classificação,Descrição,Descrição Física,Document,Imprenta,Inf. publicação,Link do Item,Título,Assuntos,Conteúdo,Locais
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Espetáculo Cantares (poema). [SP - São Paulo, 1978?]. Slides dos atores, autores, imagens temáticas, programação visual e nomes de atores e autores. Roteiro e direção Ítalo Rossi Slide 1: Bandeira (nome) Slide 2: Vinícius (nome) Slide 3: Kito Junqueira","55 slides : nº dig. 102, p&b e coloridas, higienizadas/em bom estado de conservação ; 3 cm x 3,5 cm.",128677,"São Paulo : [s.n.], [1978?].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/cantares-poema-sp-sao-paulo-1978-slides-dos-atores-autores-tematica-e-programacao-visual/,"Cantares (poema) / [SP - São Paulo, 1978?]: Slides dos atores, autores, temática e programação visual",,,
Tônia Carrero,Tônia Carrero,ESP.CV,"Cartaz do filme ""Pranzo di Famiglia"", [19--]. De Roberto Lerici. Direção Tinto Brass","1 neg. : nº dig. 66, higienizada ; 4,5 cm x 5,5 cm.",128675,"[S.l.: s.n.], [19--].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/almoco-em-familia-19-cartaz-anuncio-do-filme/,"Almoço em Família, [19--]: Cartaz anúncio do filme",,,
Tônia Carrero,Tônia Carrero,ESP.TA,"Pianista nascido em Recife, PE. Interpreta jazz, maracatu e frevo.",1 dossiê.,128669,[S.l.: s.n.].,Dossiê de impressos - Português,https://www.funarte.gov.br/colecoes-cedoc/freitas-amaro/,"Freitas, Amaro","Brasil | Freitas, Amaro | Jazz (Música) | Maracatu | Pascoal, Hermeto | Pianistas brasileiros",Recorte em formato digital.,
Tônia Carrero,Tônia Carrero,ESP.CV,"Cena do filme ""Os Mendigos"", 1962. Direção Flávio Migliaccio. Montagem e edição Flávio Migliaccio e Ruy Guerra Fot. 1: Cecil Thiré","1 fot. : nº dig. 72, p&b, higienizada/em bom estado de conservação ; 11,5 cm x 18 cm.",128649,"[S.l.: s.n.], 1962.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/os-mendigos-1962-cena-do-filme/,"Os Mendigos, 1962: Cena do filme",,,"No verso da foto consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""As Viúvas do Machado"". RJ - Rio de Janeiro, 1965. De Machado de Assis. Adaptação e direção Sergio Viotti. Produção Cia Eva e Seus Artistas. Figurino e cenário Pernambuco de Oliveira Fot. 1: Yolanda Cardoso e Mario Brasini Fot. 2: Eva Todor","2 fots. : nº dig. 70, p&b, higienizadas/em bom estado de conservação ; 12 cm x 16,5 cm a 12 cm x 17,5 cm.",128645,"Rio de Janeiro : [s.n.], 1965.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/as-viuvas-do-machado-rj-rio-de-janeiro-1965-cenas-do-espetaculo/,"As Viúvas do Machado / RJ - Rio de Janeiro, 1965: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""As Inocentes do Leblon"". RJ - Rio de Janeiro, 1965. De J.P. Grédy e Pierre Barillet. Direção Sergio Viotti. Produção Antonio de Cabo. Cia Antonio de Cabo Fot. 1: Margot Bird e Tereza Amayo Fot. 2: Tereza Amayo e Dorival Corper Fot. 3: Ter","5 fots. : nº dig. 69, p&b, higienizadas/em bom estado de conservação ; 11,5 cm x 17,5 cm a 18 cm x 11,5 cm.",128643,"Rio de Janeiro : [s.n.], 1965.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/as-inocentes-do-leblon-rj-rio-de-janeiro-1965-cenas-do-espetaculo/,"As Inocentes do Leblon / RJ - Rio de Janeiro, 1965: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas de espetáculos não identificados, [entre 195- e 197-]. Fot. 1: Tônia Carrero e atores não identificados Fot. 2: Tônia Carrero e ator não identificado Fot. 3: Paulo Autran, Tônia Carrero e ator não identificado Fot. 4: Tônia Carrero e Adolfo Celi F","1 dossiê (8 fotos: p&b; ... a 38,5 x 29,5cm) : Nº dig. 68.",128641,[S.l.: s.n.].,Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/espetaculos-nao-identificados-entre-195-e-197-cenas-dos-espetaculos/,"Espetáculos Não Identificados, [entre 195- e 197-] : Cenas dos espetáculos",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Peça ""Os Corruptos"" - Excursão, 1967. De Lilian Hellman. Tradução Clarice Lispector e Tati Moraes. Direção João Augusto Fot. 1: Tônia Carrero","1 fot. : nº dig. 67, p&b, higienizada/em bom estado de conservação ; 23,5 cm x 17,5 cm.",128639,"[S.l.: s.n.], 1957.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/os-corruptos-excursao-1957/,"Os Corruptos / Excursão, 1957",,,"No verso da foto consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Uma Certa Cabana"". Teatro Leopoldo Froes. SP - São Paulo, 1955. De Andre Roussin. Tradução Brício de Abreu. Direção Adolfo Celi Fot. 1: Tônia Carrero Fot. 2: Mauricio Barroso, Adolfo Celi, Tônia Carrero e Paulo Autran Fot. 3: Tônia Carrero","5 fots. : n° digital 34, p&b, higienizadas/em bom estado de conservação ; 11 cm x 10 cm a 17,5 cm x 19,5 cm.",128579,"São Paulo : [s.n.], 1955.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/uma-certa-cabana-sp-sao-paulo-1955-cenas-do-espetaculo/,"Uma Certa Cabana / SP - São Paulo, 1955: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Um deus dormiu lá em casa"". RJ - Rio de Janeiro, 1957. De Guilherme Figueiredo. Direção Adolfo Celi Fot. 1: Tônia Carrero e Paulo Autran Fot. 2: Tônia Carrero Fot. 3: Tônia Carrero e Benedito Corsi Fot. 4: Tônia Carrero e Paulo Autran Fot.","12 fots. : n° digital 33, p&b, higienizadas/em bom estado de conservação ; 15,5 cm x 11,5 cm a 22,5 cm x 29 cm.",128577,"Rio de Janeiro : [s.n.], 1957.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/um-deus-dormiu-la-em-casa-rj-rio-de-janeiro-1957-cenas-do-espetaculo/,"Um deus dormiu lá em casa / RJ - Rio de Janeiro, 1957: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Tiro e Queda"". Teatro Ginástico 1962 / Teatro Copacabana 1974. RJ - Rio de Janeiro. Autor Marcel Achad. Tradução Mário da Silva. Direção em 1962 de Antonio do Cabo e em 1974, Cecil Thiré. Cia Tônia Carrero Fot. 1: Tônia Carrero e atores n","16 fots : nº dig. 32, p&b, higienizadas/em bom estado de conservação ; 8 cm x 8 cm a 24 cm x 18 cm.",128575,"Rio de Janeiro : [s.n.], 1962-74.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/tiro-e-queda-rj-rio-de-janeiro-1962-74-cenas-do-espetaculo/,"Tiro e Queda / RJ - Rio de Janeiro, 1962-74: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Seis Personagens a Procura de um Autor"". AR - Buenos Aires, 1960 e RJ - Rio de Janeiro, 1959 - 60. De Pirandello. Direção Adolfo Celi Fot. 1: Tônia Carrero, Monah Delacy, Paulo Autran, Sebastião Vasconcelos e atores não identificados Fot.","1 dossiê (27 fotos: p&b; ... a 29,5 x 39cm) : N° dig. 30.",128569,"Buenos Aires e Rio de Janeiro : [s.n.], [1959 - 1960].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/seis-personagens-a-procura-de-um-autor-ar-buenos-aires-1960-e-rj-rio-de-janeiro-1959-60-cenas-do-espetaculo/,"Seis Personagens a Procura de um Autor / AR - Buenos Aires, 1960 e RJ - Rio de Janeiro, 1959 - 60 : Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Santa Marta Fabril"". RJ - Rio de Janeiro, 1955. De Abilio Pereira de Almeida. Direção Adolfo Celi. Fot. 1: Paulo Autran e Tônia Carrero Fot. 2: Tônia Carrero","2 fots. : n° digital 29, p&b, higienizadas/em bom estado de conservação ; 17,5 cm x 12 cm a 17,5 cm x 23 cm.",128567,"Rio de Janeiro : [s.n.], 1955.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/santa-marta-fabril-rj-rio-de-janeiro-1955-cenas-do-espetaculo/,"Santa Marta Fabril / RJ - Rio de Janeiro, 1955: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Quem tem medo de Virginia Woolf"". SP - São Paulo, 1978. De Edward Albee Fot. 1: Tônia Carrero e Roberto Lopes Fot. 2: Tônia Carrero Fot. 3: Tônia Carrero, Roberto Lopes e Raul Cortez Fot. 4: Tônia Carrero e Roberto Lopes Fot. 5: Tônia Carr","10 fots. : n° digital 28, p&b, higienizadas/em bom estado de conservação ; 8 cm x 11,5 cm a 12,5 cm x 8,5 cm.",128565,"São Paulo : [s.n.], 1978.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/quem-tem-medo-de-virginia-woolf-sp-sao-paulo-1978-cenas-do-espetaculo/,"Quem tem medo de Virginia Woolf / SP - São Paulo, 1978: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Otelo"". RJ - Rio de Janeiro, 1956. De Shakespeare Fot. 1: Felipe Wagner, Tônia Carrero, Paulo Autran, Sebastião Vasconcelos, Margarida Rey e elenco Fot. 2: Margarida Rey e Tônia Carrero Fot. 3: Margarida Rey, Tônia Carrero e Felipe Wagner","25 fots. : nº dig. 26, p&b, higienizadas/em bom estado de conservação ; 5,5 cm x 6 cm a 17 cm x 13 cm.",128561,"Rio de Janeiro : [s.n.], 1956.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/otelo-rj-rio-de-janeiro-1956-cenas-do-espetaculo/,"Otelo / RJ - Rio de Janeiro, 1956: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983 e 11/12/1979"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Negócios de Estado"". Teatro Mesbla. RJ - Rio de Janeiro e Teatro Municipal de Araraquara - SP, 1954. De Louis Verneuil. Direção Adolfo Celi. Tradução Raimundo Magalhães JuniorCia. Tonia-Celi-Autran. Rio de Janeiro Fot. 1: Armando Couto Fo","50 fots. (48 fots e 2 duplicatas) : n° digital 25, p&b, higienizadas/em bom estado de conservação ; 5,5 cm x 5,5 cm a 27 cm x 19,5 cm.",128559,"Rio de Janeiro e Araraquara : [s.n.], 1954.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/negocios-de-estado-rj-rio-de-janeiro-sp-araraquara-1954-cenas-do-espetaculo/,"Negócios de Estado / RJ - Rio de Janeiro & SP - Araraquara, 1954: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cena da peça ""Navalha na Carne"". Teatro Maison de France. RJ - Rio de Janeiro, 1967. De Plinio Marcos. Fot. 1: Nelson Xavier e Emiliano Queiroz","1 fot. : n° digital 24, p&b, higienizada/em bom estado de conservação ; 23,5 cm x 18cm.",128557,"Rio de Janeiro : [s.n.], 1967.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/navalha-na-carne-rj-rio-de-janeiro-1967-cenas-do-espetaculo/,"Navalha na Carne / RJ - Rio de Janeiro, 1967: Cenas do espetáculo",,,"No verso da foto consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"" e o carimbo ""CARLOS"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cena da peça ""Lady Macbeth"". RJ - Rio de Janeiro, 1970. Fot. 1: Tônia Carrero","1 fot. : n° digital 23, p&b, higienizada/em bom estado de conservação ; 17,5 cm x 24 cm.",128555,"Rio de Janeiro : [s.n.], 1970.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/lady-macbeth-rj-rio-de-janeiro-1970cena-do-espetaculo/,"Lady Macbeth / RJ - Rio de Janeiro, 1970:Cena do espetáculo",,,"No verso da foto consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Helena Fechou a Porta"". RJ - Rio de Janeiro, 1950. Autoe Accioly Netto. Direção Ziembinski. Cenário Carlos Arthur Thiré. Produção Fernando de Barros Fot. 1: Atriz não identificada Fot. 2: Tônia Carrero e Paulo Autran Fot. 3: Tônia Carrero","4 fots. : p&b, higienizadas/em bom estado de conservação ; 9,5 cm x 6,5 cm a 23,5 cm x 17 cm.",128553,"Rio de Janeiro : [s.n.], 1950.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/helena-fechou-a-porta-rj-rio-de-janeiro-1950-cenas-do-espetaculo/,"Helena Fechou a Porta / RJ - Rio de Janeiro, 1950: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Esses Maridos"". RJ - Rio de Janeiro, 1957. De George Axelrod. Direção Adolfo Celi Fot. 1: Tônia Carrero Fot. 2: Paulo Autran e Tônia Carrero Fot. 3: Paulo Autran e Tônia Carrero Fot. 4: Paulo Autran e Tônia Carrero Fot. 5: Paulo Autran e M","12 fots. : n° digital 21, p&b, higienizadas/em bom estado de conservação ; 11,5 cm x 18 cm a 27,5 cm x 21,5 cm.",128551,"Rio de Janeiro : [s.n.], 1957.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/esses-maridos-rj-rio-de-janeiro-1957-cenas-do-espetaculo/,"Esses Maridos / RJ - Rio de Janeiro, 1957: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Don Juan"". RJ - Rio de Janeiro, 1951. De Guilherme Figueiredo. Direção Armando Couto. Cenografia e figurino Carlos Arthur Thiré. Produção Cia Fernando de Barros Fot. 1: Paulo Autran Fot. 2: Paulo Autran e Tônia Carrero Fot. 3: Paulo Autra","5 fots. : nº dig. 20, p&b, higienizadas/em bom estado de conservação ; 9,5 cm x 6 cm a 18 cm x 24 cm.",128549,"Rio de Janeiro : [s.n.], 1951.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/don-juan-rj-rio-de-janeiro-1951-cenas-do-espetaculo/,"Don Juan / RJ - Rio de Janeiro, 1951: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Dois na Gangorra"". [s.l, 19--] Fot. 1: Paulo Autran Fot. 2: Paulo Autran Fot. 3: Tônia Carrero Fot. 4: Tônia Carrero Fot. 5: Tônia Carrero Fot. 6: Tônia Carrero Fot. 7: Tônia Carrero e Paulo Autran Fot. 8: Tônia Carrero e Paulo Autran Fot.","92 fots. : n° digital 19, p&b, higienizadas/em bom estado de conservação ; 3 cm x 22,5 cm a 3 cm x 7,5 cm.",128547,"[S.l.: s.n.], [s.l, 19--].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/dois-na-gangorra-s-l-19-cenas-do-espetaculo/,"Dois na Gangorra / [s.l, 19--]: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Assinatura de contrato da peça ""Doce Pássaro da Juventude"". RJ - Rio de Janeiro, 1976. De Tennessee Williams Fot. 1: Tônia Carrero e Adolfo Celi Fot. 2: Tônia Carrero Fot. 3: Adolfo Celi, Tônia Carrero, Adolpho Bloch, Flavio Rangel e personalidades não i","3 fots. : n° digital 18, p&b, higienizadas/em bom estado de conservação ; 23,5 cm x 18 cm.",128545,"Rio de Janeiro : [s.n.], 1976.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/doce-passaro-da-juventude-rj-rio-de-janeiro-1976-assinatura-de-contrato/,"Doce Pássaro da Juventude / RJ - Rio de Janeiro, 1976: Assinatura de contrato",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""A Dama do Maxim's"". Teatro Maison de France. RJ - Rio de Janeiro, 1965. Comédia de Georges Feydeau. Tradução Barbara Heliodora e Millôr Fernandes. Direção Gianni Ratto. Figurinos Kalma Murtinho. Cenário Gianni Ratto Fot. 1: Tônia Carreiro,","15 fots. : nº digital 17, p&b, higienizadas/em bom estado de conservação ; 6 cm x 12,5 cm a 23,5 cm x 18 cm.",128543,"Rio de Janeiro : [s.n.], 1965.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/a-dama-do-maxims-rj-rio-de-janeiro-1965-cenas-do-espetaculo/,"A Dama do Maxim's / RJ - Rio de Janeiro, 1965: cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da Peça ""Constantina"". Teatro Copacabana. RJ - Rio de Janeiro, 1974. (The Constant Wife) - Somerset Mangham - Tradução Cecil Thiré Fot. 1: Ana Ariel e Tônia Carrero Fot. 2: Suzana Vieira e Tônia Carrero Fot. 3: Klaus Vianna (preparação corporal) F","1 dossiê (52 fotos: p&b; ... a 39,5 x 30cm) : Nº dig. 23.",128541,"Rio de Janeiro : [s.n.], 1974.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/constantina-rj-rio-de-janeiro-1974-cenas-do-espetaculo/,"Constantina / RJ - Rio de Janeiro, 1974 : Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"""
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Calúnia"". Teatro Ginástico. RJ - Rio de Janeiro, 1960. De Lillian Helman. Tradução de Guatavo Doria. Direção Adolfo Celi. Cenários e figurinos Ded Bournnais. Companhia Tonia-Celi-Autran Fot. 1: Margarida Rey, Sebastião Vasconcelos e Tônia","1 dossiê (12 fotos: p&b; ... a 29,5 x 29,5cm) : N° dig. 13.",128535,"[S.l.: s.n.], 1960.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/calunia-rj-rio-de-janeiro-1960-cenas-do-espetaculo/,"Calúnia / RJ - Rio de Janeiro, 1960 : Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"
Tônia Carrero,Tônia Carrero,ESP.TA,"Cenas da peça ""Amanhã, se não chover"". RJ - Rio de Janeiro, 1950. Autor: Henrique Pongetti. Direção Ziembinski. Cenários e figurinos Lazlo Maitner. Produção Fernando de Barros Fot. 1: Paulo Autran Fot. 2: Paulo Autran e Armando Couto","2 fots. : N° digital 12, p&b, higienizadas/em bom estado de conservação ; 18 cm x 22 cm.",128533,"[S.l.: s.n.], 1950.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/amanha-se-nao-chover-rj-rio-de-janeiro-1950-cenas-do-espetaculo/,"Amanhã, se não chover / RJ - Rio de Janeiro, 1950: Cenas do espetáculo",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"" e o carimbo ""CARLOS""."
Tônia Carrero,Tônia Carrero,ESP.CV,"Cenas do filme ""Tico - tico no fubá"", 1952. Vera Cruz. Distribuição Columbia Pictures. Direção Adolfo Celi. Produção Adolfo Celi e Fernando de Barros Fot. 1: Tônia Carrero e Anselmo Duarte Fot. 2: Tônia Carrero Fot. 3: Tônia Carrero e Anselmo Duarte Fot.","7 fots. : nº digital 10, p&b, higienizadas/em bom estado de conservação ; 17,5 cm x 23 cm a 23,5 cm x 29,5 cm.",128529,"[S.l.: s.n.], 1952.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/tico-tico-no-fuba-1952-cenas-do-filme/,"Tico - tico no fubá, 1952: Cenas do filme",,,"No verso das fotos consta o carimbo ""CENACEN-INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"
Tônia Carrero,Tônia Carrero,ESP.CV,"Cena do filme ""Gordos e Magros"", 1977. Comédia dramática de Mario Carneiro Fot 1: Tônia Carrero","1 fot. : p&b, higienizada/em bom estado de conservação ; 18 cm x 22,5 cm.",128523,"[S.l.: s.n.], 1977.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/gordos-e-magros-1977-cena-do-filme/,"Gordos e Magros, 1977: Cena do filme",,,"No verso da foto consta o carimbo ""INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"
Tônia Carrero,Tônia Carrero,ESP.CV,"Cenas do filme Caminhos do Sul, 1949. Direção Fernando de Barros. Fot. 1: Tônia Carrero e Roberto Acácio Fot. 2: Tônia Carrero e Roberto Acácio Fot. 3: Tônia Carrero e Roberto Acácio Fot. 4: Tônia Carrero e elenco Fot. 5: Tônia Carrero Fot. 6: Tônia Carr","16 fots. : p&b, higienizadas/em bom estado de conservação ; 17,5 cm x 23,5 cm a 23,5 cm x 17,5cm.",128517,"[S.l.: s.n.], 1949.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/caminhos-do-sul-1949-cenas-do-filme-2/,"Caminhos do Sul, 1949: Cenas do filme",,,"No verso das fotos consta o carimbo ""CENACEN - INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"
Tônia Carrero,Tônia Carrero,ESP.CV,"Cenas do Filme ""Appassionata"", 1952. Vera Cruz. Direção de Fernando de Barros. Distribuição Columbia Pictures. Fot. 1: Tônia Carrero Fot. 2: Tônia Carrero Fot. 3: Tônia Carrero Fot. 4: Tônia Carrero Fot. 5: Tônia Carrero Fot. 6: Tônia Carrero Fot. 7: Tô","1 dossiê (20 fotos: 19 fotos, 1 duplicata, p&b; ... 29,3 x 39cm) : Nº dig. 3.",128515,"[S.l.: s.n.], 1952.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/apassionata-1952-cenas-do-filme/,"Apassionata, 1952 : Cenas do Filme",,,"No verso das fotos consta o carimbo ""INACEN-SEC-MEC Campanha de Doação Projeto Memória das Artes Cênicas. DOAÇÃO de Tônia Carrero RJ - 13/12/1983"
Sérgio Britto,Sergio Britto,ESP.TA,"Foto da fachada do Teatro Olimpia. Peça ""Una Letra Smarrita"". ITA - Milão, [19--]. De [Caragyale?] Fot. 1: Foto da fachada do Teatro Olimpia","1 fot. : nº dig. 494, p&b, higienizada/em bom estado de conservação ; 24 cm x 18 cm.",128507,"[S.l.: s.n.], [19--].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/una-letra-smarrita-ita-milao-19-foto-da-fachada-do-teatro/,"Una Letra Smarrita / ITA - Milão, [19--]: Foto da fachada do teatro",,,"No verso da foto consta o carimboMEC. - SEAC - SNT Campanha de Doação Projeto Memória . DOAÇÂO DE Sergio Britto RJ, 21/01/82"
Sérgio Britto,Sergio Britto,ESP.TA,"Foto do mural do Teatro ""Scrisoare Pierdutã"" - ROM - Bucareste, [19--]. Fot. 1: Foto do mural do Teatro ""Scrisoare Pierdutã"" - ROM - Bucareste, [19--].","1 fot. : nº dig. 492, p&b, higienizadas/em bom estado de conservação ; 24 cm x 18 cm.",128503,"[S.l.: s.n.], [19--].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/scrisoare-pierduta-rom-bucareste-19-foto-do-mural-do-teatro/,"Scrisoare Pierdutã / ROM - Bucareste, [19--]: Foto do mural do Teatro",,,"No verso da foto consta, MEC - SEAC - SNT Campan ha de Doação Projeto Memória. DOAÇÃO DE Ser5gio Britto RJ, 21/01/82"
