colecao,link_item,Criador,Data,Tipo,Título,Dimensões físicas,Data de criação,Meio,Nº de registro,Autor,Coleção,Material/Técnica
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-a-parede-do-salo-de-honra/CwEdOASFiKD2MQ,RODOLFO AMOEDO,1923,,[Estudo decorativo para a parede do] Salão de Honra,,,,1392,RODOLFO AMOEDO,Desenho Brasileiro,lnanquim e aquarela sobre papel
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-romana/PwGzY2OhF7d_1w,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/saudade/SgH6ug4owmnw2w,Rodolfo Amoedo,1907,,Saudade,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-cadeira/qwHupB_72hYcvQ,Rodolfo Amoedo,1913,,Estudo de cadeira,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-grega/yAE0Go3erENJLg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-cabea-feminina-com-mantilha-amarela/QwFLXe0NM5NyYw,Rodolfo Amoedo,,,Estudo de cabeça feminina com mantilha amarela,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-retrato-feminino/yQFNHv6naehRlA,Rodolfo Amoedo,,,Estudo para retrato feminino,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-traje-italiano/MQGgWBDnHQ_Qqg,Vítor Meireles,1854/1856,,Estudo de traje italiano,,,,,,,
Academic art,https://artsandculture.google.com/asset/figura-feminina-segurando-um-crnio-com-flores/PQEm6AzlaV_azQ,Rodolfo Amoedo,,,Figura feminina segurando um crânio com flores,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-flores-vermelhas/IwHBkg-rVIHw2g,Rodolfo Amoedo,,,Estudo de flores vermelhas,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-polonesa/1AHyZxdpX8I8BA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-a-biblioteca-nacional-rio-de-janeiro-rj/NwE7adQNaQi8LQ,RODOLFO AMOEDO,1910,,"Estudo decorativo para a Biblioteca Nacional, Rio de Janeiro, RJ",,,,1355,RODOLFO AMOEDO,Desenho Brasileiro,aquarela sobre cartão
Academic art,https://artsandculture.google.com/asset/dorso-de-mulher/OAE-zWh8KJJK_Q,Rodolfo Amoedo,1881,,Dorso de mulher,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-franciscano-ajoelhado/zwHa07YWLkg1Mg,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-copo-com-flores/bgGKo74b1exZgA,Rodolfo Amoedo,,,Estudo de copo com flores,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-da-entrada-da-esquadra-legal-na-revolta-da-armada-runas-da-fortaleza-de-villegaignon-rio-de-janeiro/WQFuPi1V__6yXw,Vítor Meireles,,,,,1895,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-vaso-com-flores/zwHyaZNEw5phKQ,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-cena-campestre/kwGN_ON2cpE9qQ,Rodolfo Amoedo,1895,,"Estudo para ""Cena campestre""",,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-hngara/-wEYGIkzCuixow,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-retrato-feminino/QgGCnftNTssnmw,Rodolfo Amoedo,,,Estudo de retrato feminino,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-ilustrao/WwEk5RtsojIJvA,Rodolfo Amoedo,,,Estudo para ilustração,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-grega/0QFEuayck7bY3Q,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-cabea-de-menina/7wFwlENgjSz3Mw,Rodolfo Amoedo,,,Estudo de cabeça de menina,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-decorao-para-parede/kwFxqJL97waegA,RODOLFO AMOEDO,,,Estudo de decoração para parede,,,,1280,RODOLFO AMOEDO,Desenho Brasileiro,aquarela sobre papel
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-dana-espanhola/pAE4JYWJ1oxrkw,Rodolfo Amoedo,1913,,Estudo para painel decorativo do Teatro Municipal (dança espanhola),,,,,,,
Academic art,https://artsandculture.google.com/asset/projeto-de-decorao-do-foyer-do-teatro-municipal-do-rio-de-ja-neiro-no-aproveitado/AwEs_rV5xePVVw,Rodolfo Amoedo,1912,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/projeto-de-decorao-do-foyer-do-teatro-municipal-do-rio-de-ja-neiro-no-aproveitado/6QE4Mso_GbpEuw,Rodolfo Amoedo,1912,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-jarra-com-flor/dgE8M_uj8kKINw,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-galho-com-flores/nAHLJMI-jw6x2w,Rodolfo Amoedo,,,Estudo de galho com flores,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-russa/3wF3m-rH7b5-aw,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-franciscano-ajoelhado/fgHJHSoSH_LynA,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-fronto-com-alegoria-repblica/0wEkEKkyxBvUlA,RODOLFO AMOEDO,1901,,Estudo para frontão com alegoria à República,,,,1404,RODOLFO AMOEDO,Desenho Brasileiro,aquarela e grafite sobre papel colada em papel canson
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-supremo-tribunal-militar/5AEKfaH20qGRtQ,RODOLFO AMOEDO,,,Estudo decorativo para o Supremo Tribunal Militar,,,,1394,RODOLFO AMOEDO,Desenho Brasileiro,aquarela e grafite sobre papel
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-palcio-itamaraty-do-rio-de-janeiro/IQGavbEtDcZLpA,RODOLFO AMOEDO,,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro,,,,6328,RODOLFO AMOEDO,Desenho Brasileiro,"crayon, grafite e guache sobre papel"
Academic art,https://artsandculture.google.com/asset/retrato-de-mulher-sentada/zQF_TFd088Khtg,Rodolfo Amoedo,1879/1913,,Retrato de mulher sentada,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-mos/vgHYg625oGkmQQ,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-flor-e-folhas/vAHGc41u49u-vg,Rodolfo Amoedo,,,Estudo de flor e folhas,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-espanhola/yAGB4iMHHRKFGg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-hngara/9AE9x_kFE_lcGA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-do-descobrimento-do-brasil/MAGsvFPvkok5yw,Vítor Meireles,,,"Estudo para ""Panorama do Descobrimento do Brasil",,1898,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-palcio-itamaraty-do-rio-de-janeiro/ngE-LNEjJdX2jQ,RODOLFO AMOEDO,,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro,,1906,,6327,RODOLFO AMOEDO,Desenho Brasileiro,"crayon, grafite e guache sobre papel,"
Academic art,https://artsandculture.google.com/asset/estudo-de-flores-sobre-fundo-vermelho/AQGKiKgDsqPaTQ,Rodolfo Amoedo,,,Estudo de flores sobre fundo vermelho,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-elisabeth-schmitt-esposa-do-artista/5gGPL028T8BZWg,Pedro Weingartner,,,"Retrato de Elisabeth Schmitt, esposa do artista",,1918,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-grega/vQFerU595XdmxQ,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-paisagem-com-varanda/ZQEkJe-wfCm7uw,Rodolfo Amoedo,,,Estudo de paisagem com varanda,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-o-painel-decorativo-memria-da-biblioteca-nacional-do-rio-de-janeiro/UwEKS83e-uUHew,RODOLFO AMOEDO,1910,,"[Estudo para o painel decorativo] Memória [da Biblioteca Nacional, do Rio de Janeiro]",,,,1149,RODOLFO AMOEDO,Desenho Brasileiro,aquarela e grafite sobre cartão
Academic art,https://artsandculture.google.com/asset/estudo-de-cabea-feminina/CwH9mpN0YulmkQ,Rodolfo Amoedo,,,Estudo de cabeça feminina,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-francesa/EwF0MRulIrI5fA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-grega/vwGqswj9jo4qUg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/figura-feminina-junto-a-uma-janela/iAHtOW-DzZNA0A,Rodolfo Amoedo,,,Figura feminina junto a uma janela,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-figura-feminina-com-sombrinha-sobre-a-relva/_gGzB-AUDhH65g,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/martn-alonzo-pinsn/zQGeewpxvjQ7_Q,FRANCISCO PRADILLA Y ORTIZ,,,Martín Alonzo Pinsón,,1894,,2056,FRANCISCO PRADILLA Y ORTIZ,Pintura Estrangeira,óleo sobre tela
Academic art,https://artsandculture.google.com/asset/estudo-de-magnlia/MgF5QNlEtyZuVA,Rodolfo Amoedo,,,Estudo de magnólia,,,,,,,
Academic art,https://artsandculture.google.com/asset/esboo-de-figura-feminina/EQEJeUuRnbdERQ,RODOLFO AMOEDO,,,Esboço de figura feminina,,,,6238,RODOLFO AMOEDO,Desenho Brasileiro,grafite sobre papel
Academic art,https://artsandculture.google.com/asset/estudo-de-indumentria-militar/owHEOsf7RtK2YQ,RODOLFO AMOEDO,,,Estudo de indumentária militar,,,,6641,RODOLFO AMOEDO,Desenho Brasileiro,crayon sobre papel vegetal
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-espanhola/tgE9AjzNqGiAOg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-espanhola/1gG76tMgES28yg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-egpcia/GwH5XA-5qVbwCw,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-armaduras/agHQ7xQJ0X10IA,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-a-primeira-missa-no-brasil-crucifixo/NAHtovBQTFhuhA,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-francesa/fQF5r2tlaOjvsQ,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-espanhola/dgG_jKBxw8Obtw,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-grega/ZQEQRqEuT5LjAA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-galhos-e-folhas/9AHCLUtgz4T9aA,Rodolfo Amoedo,,,Estudo de galhos e folhas,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-egpcia/UQHOAwpCvLODGw,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/marab/BgF5aw2PG0C2rA,Rodolfo Amoedo,1882,,Marabá,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-espanhola/yAHGQAzvD8SegA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-p/8QGS0prmm5-vdg,Rodolfo Amoedo,,,Estudo de pé,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-o-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-egpcia/YwHj_o8xXEweFQ,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/a-derrubada/zwGYvZnCXjmNVA,Pedro Weingartner,1878/1929,óleo sobre tela,A Derrubada,w148 x h117 cm,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-teatro-municipal-dana-romana-detatalhe/3AE0LDkvF7ySXA,Rodolfo Amoedo,1913,,Estudo para painel decorativo do Teatro Municipal do Teatro Municipal (Dança romana - detatalhe),,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-ndios/YgGxXdDgGwRLkw,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-floro-decorativo-do-teatro-municipal-do-rio-de-janeiro-msica/IwF1VnPwB9RyoA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-armas-brancas-e-elmos/cAHgEthLDS2owQ,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-grega/LAFGNq9qmhny0Q,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-a-primeira-missa-no-brasil-figuras/SwGM3CpA-Fntlg,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-judia/SwG_w7VpeLopmA,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-paisagem/twE4TdPS9mAZRg,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-romana/QgEltXF5cayHUQ,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/esboo-de-figura-feminina/NwF-Jo9Xw5Hc5w,RODOLFO AMOEDO,,,Esboço de figura feminina,,,,6237,RODOLFO AMOEDO,Desenho Brasileiro,grafite sobre papel
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-nu-feminino-em-cena-de-marinha/KwGLWM-Glczq4g,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-da-me-do-artista/2gFLAF8jVvkknw,Pedro Weingartner,,,Retrato da mãe do artista,,1887,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-morro-de-santo-antnio-e-largo-do-rocio-atual-praa-tiradentes/VAEmX31jtUb7GA,Vítor Meireles,,,,,1885,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-morro-da-conceio-e-igreja-da-candelria/7AEVY08TJtal9g,Vítor Meireles,1885,óleo sobre tela,,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-da-sra-joana-rosa-da-silva/4gFVyTkg90LIRA,Vítor Meireles,1880,,Retrato da Sra. Joana Rosa da Silva,,,,,,,
Brazil,https://artsandculture.google.com/asset/primeira-missa-no-brasil-v%C3%ADtor-meireles/IQFUWbm_Wu1XaA,,,,,,,,,,,
Brazil,https://artsandculture.google.com/asset/estudo-para-desembarque-de-dleopoldina-no-brasil/yAFEiTz5X4NPqg,Jean Baptiste Debret,1817,óleo sobre tela,Estudo para Desembarque de D.Leopoldina no Brasil,,,,,,,
Brazil,https://artsandculture.google.com/asset/menino-de-brodsqui/-AGxC8nMyFoPIQ,Candido Portinari,1951,,Menino de Brodósqui,46 x 38 cm,,,717,Candido Portinari,Pintura Brasileira,óleo sobre tela
Brazil,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-morro-do-castelo/gQE5QhldXe6fCQ,Vítor Meireles,1885,óleo sobre tela,,,,,,,,
Brazil,https://artsandculture.google.com/asset/entre-duas-modernidades-do-neoclassicismo-ao-ps-impressionismo-na-coleo-do-museu-nacional-de-belas-artes/6AEkFIP47-Gpkw,Museu Nacional de Belas Artes,2004,livro,,,,,,,,
Brazil,https://artsandculture.google.com/asset/lagoa-rodrigo-de-freitas-rio-de-janeiro-rj/zAH7XGs6GZHZ8Q,Nicola Facchinetti,1884,óleo sobre madeira,"Lagoa Rodrigo de Freitas, Rio de Janeiro, RJ",w23 x d65 (cm),,,,,,
Brazil,https://artsandculture.google.com/asset/sapucaieiras-engalanadas-rio-de-janeiro-rj/HgGDSvsdIkksuw,João Batista da Costa,1922,óleo sobre tela,"Sapucaieiras engalanadas, Rio de Janeiro, RJ",,,,,,,
Brazil,https://artsandculture.google.com/asset/trecho-da-praia-de-so-roque-em-paquet-rj/3gHHM5r7BZ5YGQ,Giovanni Battista Castagneto,1898,óleo sobre madeira,"Trecho da Praia de São Roque em Paquetá, RJ",,,,,,,
Brazil,https://artsandculture.google.com/asset/praia-da-boa-viagem-niteri/ewFnO2uIb9cKIQ,Hipólito Caron,1884,,"Praia da Boa Viagem, Niterói",,,,,,,
Brazil,https://artsandculture.google.com/asset/gragoat-depois-da-trovoada-niteri-rio-de-janeiro/RAEimxm_vk9x_Q,Antônio Parreiras,,,"Gragoatá depois da trovoada, Niterói, Rio de Janeiro",,1886,,,,,
Brazil,https://artsandculture.google.com/asset/morro-da-viva-rio-de-janeiro-rj/sQHYoij-7fcBLA,Joaquim José da França Júnior,1888,óleo sobre tela,"Morro da Viúva, Rio de Janeiro, RJ",,,,,,,
Brazil,https://artsandculture.google.com/asset/marinha-itanham/PgHiFmibMI2_EQ,José Pancetti,1945,óleo sobre tela,Marinha - Itanhaém,w46 x d65 (cm),,,,,,
Brazil,https://artsandculture.google.com/asset/vista-da-entrada-da-baa-do-rio-de-janeiro-tomada-da-praia-de-icara-em-niteri-rj/yQF5keszjEH5kQ,Henri Nicolas Vinet,1872,óleo sobre madeira,"Vista da entrada da baía do Rio de Janeiro tomada da Praia de Icaraí em Niterói, RJ",w41 x h26.5 cm,,,,,,
Brazil,https://artsandculture.google.com/asset/paisagem-de-santa-teresa-rio-de-janeiro/OgGf0mjX0aSvwQ,Inimá de Paula,1950,óleo sobre tela,"Paisagem de Santa Teresa, Rio de Janeiro",,,,,,,
Brazil,https://artsandculture.google.com/asset/azulejos-de-residncia-na-gvea-rio-de-janeiro/VAFasShBEnc0lw,Athos Bulcão,1980,serigrafia,"Azulejos de residência na Gávea, Rio de Janeiro",,,,,,,
Brazil,https://artsandculture.google.com/asset/panorama-da-cidade-do-rio-de-janeiro-capital-do-brazil/9QEbTaGpRMsUqg,Guilherme Briggs,1837,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil,,,,,,,
Brazil,https://artsandculture.google.com/asset/trecho-do-jardim-botnico-rio-de-janeiro-rj/5AHu8Kdkp2CTow,Alberto da Veiga Guignard,1938,óleo sobre tela,"Trecho do Jardim Botânico, Rio de Janeiro, RJ",,,,,,,
Brazil,https://artsandculture.google.com/asset/po-de-acar-rio-de-janeiro-rj/agEh5kQ1OItV5A,Carlos Oswald,1933,água-tinta,"Pão de Açúcar [Rio de Janeiro, RJ]",,,,,,,
Brazil,https://artsandculture.google.com/asset/ilha-da-boa-viagem-niteri-rj/3AFGEDqH0IQk5g,Gustavo Dall'ara,1910,óleo sobre tela,"Ilha da Boa Viagem, Niterói, RJ",,,,,,,
Brazil,https://artsandculture.google.com/asset/vista-da-exposio-de-pintura-candido-portinari-no-museu-nacional-de-belas-artes/kAHtieFj5_Fb2Q,,1943,,Vista da Exposição de pintura – Candido Portinari no Museu Nacional de Belas Artes,,,,,,,
Brazil,https://artsandculture.google.com/asset/vista-da-exposio-portinari-no-museu-nacional-de-belas-artes/qgEFnXWJeHk1WQ,,1939,,Vista da Exposição Portinari no Museu Nacional de Belas Artes,,,,,,,
Brazil,https://artsandculture.google.com/asset/anncio-da-exposio-portinari-no-museu-nacional-de-belas-artes/WQEA3F5_wyhCAw,,1939,,Anúncio da Exposição Portinari no Museu Nacional de Belas Artes,,,,,,,
Brazil,https://artsandculture.google.com/asset/estudo-de-azulejos-para-a-casa-da-artista-em-petrpolis-rj-peixes-no-executado/BQGeywXLM5X-RQ,Djanira,1961/1970,guache sobre papel,,,,,,,,
Brazil,https://artsandculture.google.com/asset/pelourinho-de-alcntara-maranho-da-srie-maranho/egHhXE1ppGHo4A,Tereza Miranda,1979,,"Pelourinho de Alcântara - Maranhão, [da série] Maranhão",,,,,,,
