colecao,link_item,Criador,Data,Tipo,Título,Dimensões físicas,Data de criação,Meio,Nº de registro,Autor,Coleção,Material/Técnica
Watercolor painting,https://artsandculture.google.com/asset/paisagem-de-barbacena-mg/jwFbjsYwwrIzGA,João Batista Pagani,1890,guache sobre papel,"Paisagem de Barbacena, MG",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-de-figurino-para-bal-curupari/BQGuRUdjBESniQ,Cícero Dias,1934,guache sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-de-azulejos-para-a-casa-da-artista-em-santa-teresa-rio-de-janeiro-rj-corredor/VwHSqOLFu5Ja5A,Djanira,1961/1970,guache sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/jogadores-de-domin/3QGqWC-gWHOFZA,Djanira,1954,guache e grafite sobre papel,Jogadores de dominó,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/runas-de-roma/OQEghaCi3PKPzw,Carlo Fontana,1660/1714,guache sobre cartolina,Ruínas de Roma,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/pao-do-senado-rio-de-janeiro-rj-projeto-fachada/CgGXyEPR9QRmzg,Grandjean de Montigny,1848,bico de pena e aquarela sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/cartaz-de-propaganda-da-companhia-de-bebidas-antrtica-do-rio-de-janeiro-s-a/MgEDthqtHpY1XA,Eliseu Visconti,1920,aquarela e guache sobre papel,"[Cartaz de propaganda da] Comp[anh]ia [de Bebidas ] Antártica [do Rio de Janeiro S. A.]""",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/na-varanda-ilustrao-para-o-livro-de-xavier-placer/OgHN1KMqxFIxgA,Djanira,1956,guache sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-de-azulejo/2wEYVPfZ6h3w6A,Djanira,1961/1970,guache sobre papel,Estudo de azulejo,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-de-azulejo-nossa-senhora-da-conceio/wgGxtnEmtVFVaw,Djanira,1961/1970,guache e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/a-festa-de-todos-os-santos/LwF6FNLGuQ1rVQ,Carlos Schwabe,1890,aquarela e bico de pena sobre papel,A festa de todos os santos,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/catavento-de-cabo-frio-rj-estudo/iAHZMK9ClNPeEg,Djanira,1961/1970,guache e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/jarro-estudo-para-oratrio-djanira/JgHb3Gtah1wGjg,Djanira,1961/1970,guache e nanquim sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/pescadores-de-parati-rj/_gGsJaDJb-Kr8g,Djanira,1961/1970,guache sobre papel,"Pescadores de Parati, RJ",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/projeto-de-um-observatrio-astronmico-elevao-da-fachada/PwGr0nlu_MroIw,José Rodrigues Moreira,1850/1866,nanquim e aquarela sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/rio-de-janeiro-capital-da-beleza/AwHgzovc-jUCow,Bruno Lechowsky,1939,aquarela sobre papel colado em madeira,Rio de Janeiro capital da beleza,w80 x h62 cm,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/natividade-canto-da-meia-noite-estudo-de-capa-para-o-evangelho-da-infncia-de-nosso-senhor-jesus-cristo/GwHQgZQTlbrofw,Carlos Schwabe,1890,aquarela e bico de pena sobre papel,"Natividade, canto da meia-noite [estudo de capa para o ""Evangelho da infância de nosso senhor Jesus Cristo""]""",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/costume-de-ballet/wQGImqZUKxYbqw,Djanira,1952,guache e grafite sobre papel,Costume de ballet,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/figura-feminina-de-vermelho-janela/jAF9F78fiQJ-Tw,Rodolfo Amoedo,1890/1930,aquarela sobre papel,Figura feminina de vermelho à janela,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/toreador/5wE8Hg5iFHqb2A,Francisco Pradilla Y Ortiz,1870/1921,aquarela sobre papel,Toreador,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/cupido-e-noiva/FAFJMpzqybpuiw,Djanira,1961/1970,guache sobre papel,Cupido e noiva,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/projeto-de-ornamentao-para-o-carnaval-de-1954-praa-11-de-junho-motivo-central/iwGecPb4tzMSRg,Tomás Santa Rosa,1954,guache sobre papel cinza,Projeto de ornamentação [para o] Carnaval de 1954 - Praça 11 de junho - motivo central,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/tipo-de-ndio-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/SgH85eHs4sIssQ,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,aquarela e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/fez-porta-sul-marrocos/ywFSo6iAZqVCFA,Philippe de Bourbon Bragança,1903,aquarela sobre papel,"Fez porta sul [Marrocos]""",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/mascarados-ilustrao-para-a-revista-o-cruzeiro/iwExR3rj5hpM2w,"Nássara, Antônio Gabriel, dito",1943,"guache, lápis de cor e nanquim sobre papel","""Mascarados"" - ilustração para a revista ""O Cruzeiro""",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/-sade-da-bela/KwE3W5Luan_BPA,Henrique Bernardelli,1880/1935,aquarela e têmpera sobre papel,À saúde da bela,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/autorretrato/FwE6VSO53bl9-A,Henrique Bernardelli,1933,aquarela sobre papel,Autorretrato,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/vista-de-curvelo-em-santa-teresa-rio-de-janeiro-rj/mgEl2ZVtalzsJQ,João Augusto Gerlinger,1939,"aquarela, grafite e carvão sobre papel","Vista de Curvelo em Santa Teresa, Rio de Janeiro, RJ",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/rosas/twHxUU0AGUjOmQ,Leôncio Vieira,1880,aquarela sobre papel,Rosas,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/as-peripcias-do-trapeirozinho-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/SgEflFfZxlgW9Q,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,aquarela e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/o-palhao-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/fwEit8JhI3T_Jg,"Di Cavalcanti, Emiliano Augusto Cavalcanti De Albuquerque Melo, Dito",1920,aquarela e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/teatro-provisrio-rio-de-janeiro-rj/8AEU0JXpkirxPg,José dos Reis Carvalho,1853,aquarela sobre papel,"Teatro Provisório [Rio de Janeiro, RJ]",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/gigante-adormecido-tijuca-rio-de-janeiro-rj/QAF4O0JZg0eSdw,João Augusto Gerlinger,1930/1957,aquarela sobre papel,"Gigante adormecido, Tijuca, Rio de Janeiro, RJ",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/a-ilha-verde/awGgtwUm4qlA1g,Djanira,1956,guache sobre papel,A ilha verde,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/projeto-de-ornamentao-para-o-carnaval-de-1954-av-rio-branco-arcos/jwETuPMs0XfuLw,Tomás Santa Rosa,1954,guache sobre papel,Projeto de ornamentação [para o] Carnaval de 1954 - Av. Rio Branco - Arcos,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-para-so-pedro-oratrio-djanira/LgG51dBEQJj17A,Djanira,1961/1970,xilogravura com retoques de guache,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/equilibrista-da-pera-de-pequim/hQHiq97wONcweg,Djanira,1961/1970,guache e grafite sobre papel,Equilibrista da Ópera de Pequim,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/costume-de-ballet/VAGVU0WLKfadjQ,Djanira,1953,guache sobre papel,Costume de ballet,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/a-festa-a-josefine-/rgGaqlBZpXscBQ,Eugène Cottin,1860/1902,aquarela sobre papel,"A festa a Josefine [...]""",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/provrbios-ilustrados-ilustrao-para-a-revista-o-cruzeiro/rAGrVfp9Rj8CyQ,"Nássara, Antônio Gabriel, dito",1943,guache e nanquim sobre cartão,"""Provérbios Ilustrados"" - ilustração para a revista ""O Cruzeiro""",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/contorcionista-da-pera-de-pequim/4QGabtuvbhrwLA,Djanira,1961/1970,guache e grafite sobre papel,Contorcionista da Ópera de Pequim,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/a-rainha-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/YgE5WsR6zHkKmQ,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,aquarela e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/gabinete-de-leitura-em-um-passeio-pblico-estudo-fachada-corte-e-planta-do-trreo/DgEFRUd7Wie64g,Grandjean de Montigny (dtribuído),1800/1850,bico de pena e aquarela sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/ode-ao-negro-4-estado/mAEo3vJz-gsABg,Renina Katz,1999,"água-forte, tinta esferográfica e guache",Ode ao negro [4° estado],,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-de-figurino-para-bal-iara/HAG5gK5AtwgINw,Cícero Dias,1934,aquarela e grafite sobre papel,,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/ciranda/7AHBKUt-zChu6Q,Djanira,1940,aquarela e nanquim sobre papel,Ciranda,,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/at-ontem-em-atenas-nas-mos-do-malabarista-da-srie-caos-aparente/KgE6IxiN8_opyg,Marcio Périgo,1987,guache sobre papel,"Até ontem em Atenas nas mãos do malabarista, [da série] Caos Aparente",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/estudo-de-painel-de-azulejos-para-o-corredor-da-casa-da-artista-em-santa-teresa-rio-de-janeiro-rj/dAGJOtIwXgPGAg,Djanira,1961/1970,guache e grafite sobre papel,"Estudo de painel de azulejos para o corredor da casa da artista em Santa Teresa, Rio de Janeiro, RJ",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/paisagem-dos-pirineus-frana/XwH_ybtWSrJ6ag,Gustave Doré,1870,aquarela sobre papel,"Paisagem dos Pirineus, França",,,,,,,
Watercolor painting,https://artsandculture.google.com/asset/os-guizos-do-dominzinho-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/IwHgKYeXGs39FA,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,aquarela e grafite sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/cruzeiro-do-sul-anna-maria-maiolino/owEb31pMGvs4aw,,,,,,,,,,,
India ink,https://artsandculture.google.com/asset/trajetria-i/FAGTWyduON6eAg,Anna Maria Maiolino,1976/1980,"papel, linha e nanquim",Trajetória I,,,,,,,
India ink,https://artsandculture.google.com/asset/elevao-do-prtico-do-panteon-em-roma-itlia/1QHUCGuKQctDQA,Grandjean de Montigny,1801/1805,"bico de pena, aguada de nanquim e aquarela sobre papel colado em cartolina","Elevação do pórtico do Panteon em Roma, Itália",,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-o-painel-de-azulejos-so-francisco-de-assis-mo/HgH-UUxhweKO4w,Candido Portinari,1944,nanquim e aguada sobre cartão,,,,,,,,
India ink,https://artsandculture.google.com/asset/nu-sentado/nAE3BxXh2C7NUQ,Anita Malfatti,1925,nanquim sobre papel,Nu sentado,w500 x h272.5 cm,,,,,,
India ink,https://artsandculture.google.com/asset/paisagem-antropofgica/SQEvhlPlW8o6Mw,Tarsila Do Amaral,1929,nanquim sobre papel,Paisagem Antropofágica,,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-o-painel-de-azulejos-so-francisco-de-assis-mo/uwFWbUOvZ4XkTA,Candido Portinari,1944,nanquim e aguada sobre cartão,,w28.6 x h36.9 cm,,,,,,
India ink,https://artsandculture.google.com/asset/composio/cgFt24H5ZrH2Zw,Candido Portinari,1946,nanquim sobre papel,Composição,,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-a-ilustrao-do-livro-memrias-pstumas-de-brs-cubas-de-machado-de-assis-tio-joo/IwHJANFBTdc7nA,Candido Portinari,1943,bico de pena e nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/esboo-para-o-painel-de-azulejos-so-francisco-de-assis-p/5wER3MwWOb23hw,Candido Portinari,1944,nanquim e aguada sobre cartão,,,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-retrato-de-senhora/yQFNDk7CqMYx-Q,Rodolfo Amoedo,1905,bico de pena e nanquim sobre papel,Estudo para retrato de senhora,,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-o-painel-de-azulejos-so-francisco-de-assis-mo/KAGwOFCIgdkjKA,Candido Portinari,1944,nanquim e aguada sobre cartão,,,,,,,,
India ink,https://artsandculture.google.com/asset/coluna-compsita-capitel-e-base/MgFH2X0RXE04qw,Grandjean de Montigny,1800/1840,bico de pena e aguada de nanquim sobre papel colado em cartolina,,,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-o-painel-de-azulejos-so-francisco-de-assis-p/BgFEYoRu59A6lQ,Candido Portinari,1944,nanquim e aguada sobre cartão,,,,,,,,
India ink,https://artsandculture.google.com/asset/projeto-de-casa-com-jardim-elevao/CQGoFsCgGCdRRg,Grandjean de Montigny,,bico de pena e aguada de nanquim sobre papel colado em cartolina,,,,,,,,
India ink,https://artsandculture.google.com/asset/caricatura-de-dois-caadores/eQGyapKJo90QXQ,Honoré Daumier,1860/1879,nanquim sobre papel,Caricatura de dois caçadores,,,,,,,
India ink,https://artsandculture.google.com/asset/malabarista-da-pera-de-pequim/DQHCyU6Db6rgVA,Djanira,1961/1970,nanquim e grafite sobre papel,"Malabarista da "" Ópera de Pequim""",,,,,,,
India ink,https://artsandculture.google.com/asset/o-ltimo-romntico-ilustrao-para-a-revista-para-todos-edio-519-24-de-novembro-de-1928-p-35/5AGaEvtyYxPddw,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/tarde-a-marcha-fnebre-de-renato-viana-ilustrao-para-o-jornal-a-manh-edio-631-1-de-janeiro-d-1928-p-10/lwHobthLuAATUw,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/jarro-estudo-para-oratrio-djanira/JgHb3Gtah1wGjg,Djanira,1961/1970,guache e nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/um-caso-de-polcia-da-srie-senhorita-1950-ilustrao-para-a-revista-para-todos-1927/ogHkHrN-MXIOxQ,Roberto Rodrigues,1927,nanquim sobre papel,"""Um caso de polícia"", da série ""Senhorita 1950"", Ilustração para a Revista Para Todos, 1927",,,,,,,
India ink,https://artsandculture.google.com/asset/mensagem-etrea-iii/awGOaH8WPnJnlw,Candido Portinari,1944,nanquim sobre papel,Mensagem etérea III,,,,,,,
India ink,https://artsandculture.google.com/asset/ilustrao-da-srie-senhorita-1950-para-a-revista-para-todos-1927/dAGENTceSymNPw,Roberto Rodrigues,1927,nanquim sobre papel,"Ilustração da série ""Senhorita 1950"", para a Revista Para Todos, 1927",,,,,,,
India ink,https://artsandculture.google.com/asset/projeto-de-um-observatrio-astronmico-elevao-da-fachada/PwGr0nlu_MroIw,José Rodrigues Moreira,1850/1866,nanquim e aquarela sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/o-chins-que-trouxe-a-felicidade-de-luis-llio-ilustrao-para-a-revista-para-todos-edio-512-6-de-outubro-de-1928-p-37/lwFMyUVspoG9yg,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/cena-de-briga-ilustrao-para-o-jornal-crtica/XwG5FXOR4Yk-hw,Roberto Rodrigues,1923/1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/tocador-de-berimbau/_wH5su0U6_bF8g,Djanira,1956,nanquim e grafite sobre papel,Tocador de berimbau,,,,,,,
India ink,https://artsandculture.google.com/asset/biblioteca-imperial-rio-de-janeiro-rj-projeto-fachada/xAFpXdz4fqG33A,Grandjean de Montigny,1841,bico de pena e aguada de nanquim sobre cartolina,,,,,,,,
India ink,https://artsandculture.google.com/asset/estudo-para-ilustrao-do-livro-memrias-pstumas-de-brs-cubas-de-machado-de-assis-menino-na-garupa-de-um-homem/zgEzDRRqBBuGyQ,Candido Portinari,1943,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/projeto-no-identificado-para-a-cidade-de-paris-frana/1QHYTQTtpBwppw,Grandjean de Montigny,1808,bico de pena e aguada de nanquim sobre papel colado em cartolina,"Projeto não identificado para a cidade de Paris, França",,,,,,,
India ink,https://artsandculture.google.com/asset/mascarados-ilustrao-para-a-revista-o-cruzeiro/iwExR3rj5hpM2w,"Nássara, Antônio Gabriel, dito",1943,"guache, lápis de cor e nanquim sobre papel","""Mascarados"" - ilustração para a revista ""O Cruzeiro""",,,,,,,
India ink,https://artsandculture.google.com/asset/equilibrista-da-pera-de-pequim/ywF6qEsjdxQ2pA,Djanira,1961/1970,nanquim e grafite sobre papel,Equilibrista da Ópera de Pequim,,,,,,,
India ink,https://artsandculture.google.com/asset/ilustrao-para-o-jornal-crtica-edio-168-31-de-maio-de-1929-p8/SwE1SYGbaoHZ0Q,Roberto Rodrigues,1929,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 168], 31 de maio de 1929, p.8",,,,,,,
India ink,https://artsandculture.google.com/asset/figura-feminina-pulando-a-janela-ilustrao/8gF5pvWCt6vlxg,Roberto Rodrigues,1923/1929,nanquim e aguada de giz sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/fachada-de-templo-drico/8wE4SxAga5BpJQ,José Maria Jacinto Rebelo,1842/1871,"nanquim, aguada e carvão sobre papel",Fachada de templo dórico,,,,,,,
India ink,https://artsandculture.google.com/asset/palavras-a-um-passante-de-gilka-machado-ilustrao-para-o-jornal-a-manh-edio-879-21-de-outubro-de-1928-p5/EwGy8A9kAk9hPg,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/esboo-para-o-painel-de-azulejos-so-francisco-de-assis-p/VwFBFDzQ6iE2Ng,Candido Portinari,1944,nanquim e aguada sobre cartão,,w31.8 x h47.1,,,,,,
India ink,https://artsandculture.google.com/asset/o-quinto-poema-de-rosrio-fusco-ilustrao-para-a-revista-para-todos-edio-511-29-de-setembro-de-1928-p25/SwFOpOrVP_2FIQ,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/os-ex-allemes/AQEqDDrujpffXw,"Klixto, Calixto Cordeiro, dito",1920,nanquim e grafite sobre papel,Os ex-allemães,,,,,,,
India ink,https://artsandculture.google.com/asset/o-tocador-de-ctara-de-teodomiro-tostes-ilustrao-para-a-revista-para-todos-edio-49616-de-junho-de-1928-p-23/XwH18WFpnHYePg,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/rua/HQGV1EZNWpTixg,Oswaldo Goeldi,1940/1960,grafite e nanquim sobre papel colado em cartão,Rua,,,,,,,
India ink,https://artsandculture.google.com/asset/ilustrao-para-o-jornal-crtica-edio-99-15-de-maro-de-1929-p8/jQFNwnhJhUr-hA,Roberto Rodrigues,1929,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 99], 15 de março de 1929, p.8",,,,,,,
India ink,https://artsandculture.google.com/asset/casal-mesa-ilustrao/QwEAKMzBpeTzrw,Roberto Rodrigues,1923/1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/consertando-os-estragos-da-ressaca/DwGzNg-ooqp3AQ,"Klixto, Calixto Cordeiro, dito",1921,nanquim e grafite sobre papel,Consertando os estragos da ressaca,,,,,,,
India ink,https://artsandculture.google.com/asset/anchieta-de-paulo-mendes-de-almeida-ilustrao-para-a-revista-para-todos-edio-501-21-de-julho-de-1928-p16/EAHPSN_XYee58g,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/malabarista-da-pera-de-pequim/lQFX8CR5OJpP2Q,Djanira,1961/1970,nanquim e grafite sobre papel,Malabarista da Ópera de Pequim,,,,,,,
India ink,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/XQFKtd6L3fKnuQ,Oswaldo Goeldi,1940,nanquim sobre papel colado em cartão,,,,,,,,
India ink,https://artsandculture.google.com/asset/figura-masculina-agonizante-ilustrao-para-o-jornal-crtica-edio-195-02-de-julho-de-1929/jwHhVTW1rAHuTw,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/provrbios-ilustrados-ilustrao-para-a-revista-o-cruzeiro/rAGrVfp9Rj8CyQ,"Nássara, Antônio Gabriel, dito",1943,guache e nanquim sobre cartão,"""Provérbios Ilustrados"" - ilustração para a revista ""O Cruzeiro""",,,,,,,
India ink,https://artsandculture.google.com/asset/senhorita-sempre-a-mesma-no-amor-de-todo-anno-ilustrao-para-a-revista-para-todos/yAF42zObhW64Lw,Roberto Rodrigues,1923/1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/cena-de-suicdio-ilustrao-para-o-jornal-crtica-edio-140-28-de-abril-de-1929-p8/DAE0nCurEvbEoA,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/figura-feminina-em-p-ilustrao/TQH6q8jGC_k8gQ,Roberto Rodrigues,1927,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/jogo-do-pio-de-olimpio-correa-ilustrao-para-a-revista-para-todos-edio-501-21-de-julho-de-1928-p26/pgEUjVvKlWcLdQ,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/a-moa-que-peccou-ilustrao-para-a-revista-para-todos-edio-529-02-de-fevereiro-de-1929-p26/aQHNcQvcS2mygQ,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/versos-para-baby-charleston-de-borracha-ilustrao-para-a-revista-para-todos-edio-528-26-de-janeiro-de-1929-p41/IAGvjuQectKRZg,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/um-sobresalto-apenas-de-horcio-cartier-ilustrao-para-a-revista-para-todos-edio-540-20-de-abril-de-1929-p19/dQGMNfw-Wl-klQ,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/ilustrao-para-o-jornal-crtica-edio-327-04-de-dezembro-de-1929-p8/7QFaUWSS1yoFRg,Roberto Rodrigues,1929,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 327], 04 de dezembro de 1929, p.8",,,,,,,
India ink,https://artsandculture.google.com/asset/as-24-horas-de-uma-paixo-de-renato-viana-ilustrao-para-a-revista-jazz-27-de-agosto-de-1927/3QGcWxmxrkGFGA,Roberto Rodrigues,1927,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/detalhe-quatro/uwGTGVE2BIs9nQ,Angela Schilling,1989,água tinta e nanquim com açúcar,Detalhe quatro,,,,,,,
India ink,https://artsandculture.google.com/asset/projeto-de-um-orfanato-militar-itlia-projeto-fachada-corte-e-estudo-de-detalhes/bwFNG9VZhrWdFA,Grandjean de Montigny,1801/1805,"bico de pena, aguada de nanquim e tinta vermelha sobre papel",,,,,,,,
India ink,https://artsandculture.google.com/asset/a-minha-primeira-admiradora-de-roberto-rodrigues-ilustrao-para-a-revista-para-todos-edio-577-04-de-janeiro-de-1930-p10/VwF7MjhNTL1nXA,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/ciranda/7AHBKUt-zChu6Q,Djanira,1940,aquarela e nanquim sobre papel,Ciranda,,,,,,,
India ink,https://artsandculture.google.com/asset/projeto-de-um-monumento-a-erigir-no-campo-da-honra-em-memria-do-dia-7-de-abril-de-1831-/9gGAi6fuM-74cQ,Grandjean de Montigny,1831,bico de pena e aguada de nanquim sobre cartão,"Projeto de um monumento a erigir no Campo da Honra em memória do dia 7 de abril de 1831 [...]""",,,,,,,
India ink,https://artsandculture.google.com/asset/cho-da-avenida-de-sebastio-fernandes-ilustrao-para-a-revista-para-todos-edio-507-01-de-setembro-de-1928-p26/4wGz4MhT7E3gQw,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/artistas-e-intelectuais-brasileiros/tAG9bERUY2EXag,"Mendez, Mário Mendes, dito",1961,nanquim sobre papel,Artistas e intelectuais brasileiros,,,,,,,
India ink,https://artsandculture.google.com/asset/elle-no-toma-cocaina-mas-d-o-p-as-pequenas-ilustrao-para-a-revista-para-todos-edio-525-05-de-janeiro-de-1929-p23/kwGuVoRdw5JPCQ,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
India ink,https://artsandculture.google.com/asset/retrato-de-noel-rosa/dwFFfcjJpHAfGg,Luís Trimano,1980/1994,nanquim sobre papel,Retrato de Noel Rosa,,,,,,,
Impressionism,https://artsandculture.google.com/asset/giovent%C3%BA-eliseu-visconti/OQF10QI08GqmRw,,,,,,,,,,,
Impressionism,https://artsandculture.google.com/asset/cabea-de-preto/2QFh7z8dx4ofAg,Lasar Segall,1929,,Cabeça de preto,,,,,,,
Impressionism,https://artsandculture.google.com/asset/retrato-de-charles-baudelaire/yAFFnToINzBuUg,Édouard Manet,1865,,Retrato de [Charles] Baudelaire,,,,21326,Édouard Manet,Gravura Estrangeira,água-forte
Impressionism,https://artsandculture.google.com/asset/gozando-os-rendimentos/FwGCbMZxTAH-gQ,José Malhoa,1893,óleo sobre madeira,Gozando os rendimentos,,,,,,,
Impressionism,https://artsandculture.google.com/asset/a-corar-a-roupa/WwEsWFhl8xnF5g,José Malhoa,1880/1922,óleo sobre tela,A corar a roupa,,,,,,,
Impressionism,https://artsandculture.google.com/asset/roceiras/sAEDtvKEjm1clA,Georgina de Albuquerque,1930,óleo sobre tela,Roceiras,,,,,,,
Impressionism,https://artsandculture.google.com/asset/dia-de-vero/VQHa9yN5jImnCw,Georgina de Albuquerque,1926,óleo sobre tela,Dia de verão,w89 x h130 cm,,,,,,
Impressionism,https://artsandculture.google.com/asset/estudo-de-estamparia-para-tecido/owGpDZ78Fnmrdw,Eliseu Visconti,1890/1940,aquarela sobre papel,Estudo de estamparia para tecido,,,,,,,
Impressionism,https://artsandculture.google.com/asset/retrato-de-manoel-ccero-peregrino-da-silva/NAGzAag_VHwCQA,Eliseu Visconti,,,Retrato de Manoel Cícero Peregrino da Silva,,1943,,,,,
Impressionism,https://artsandculture.google.com/asset/autorretrato-ao-ar-livre/oAFLPCWgWhopow,Eliseu Visconti,1943,óleo sobre tela,Autorretrato ao ar livre,,,,,,,
