Autor,Descrição,Desenho Livre,Document,Dossiê,Função Sérgio Britto,Link do Item,Local,Nome do material,Tipo de artigo,Título,Ano,Tipo de publicação,Elenco,Equipe Técnica,Veículo da publicação,Material de Divulgação,Número de páginas,Projeto Gráfico,Observação
,"Matéria sobre  o incansável Paulo Gracindo que está no cartaz na televisão e no teatro com a peça Sábado, domingo e segunda no Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/jogo-rapido-4/,Rio de Janeiro,Hemeroteca,,Jogo rápido,1986,reportagem,,,Jornal O Dia,,,,
,"Nota sobre a comemoração de Sergio Britto, Mimina Roveda e Paulo Mamede pelos 10 anos do Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/dei-bai-dei/,Rio de Janeiro,Hemeroteca,,Dei bai dei,1988,coluna social,,,Jornal O Dia,,,,
,Lista dos indicados ao Prêmio Mambembe desse ano e o Teatro dos quatro foi indicado.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/premio-mambembe/,Rio de Janeiro,Hemeroteca,,Prêmio Mambembe,1986,reportagem,,,Jornal O Dia,,,,
Jorge Mascarenhas,Nota sobre a peça Louco de amor com direção de Hector Babenco e que estréia no Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/louco-de-amor-2/,Rio de Janeiro,Hemeroteca,,Louco de amor,1989,coluna social,,,Jornal O Dia,,,,
,Matéria sobre a peça Mugnoc que o Grupo Tapa está apresentando no Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/mugnoc-grupo-tapa-faz-rir/,Rio de Janeiro,Hemeroteca,,Mugnoc! Grupo Tapa faz rir,1988,reportagem,,,Jornal O Dia,,,,
,Nota sobre a peça O amigo da onça em cartaz no Teatro dos quatro,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/muito-sensivel/,Rio de Janeiro,Hemeroteca,,Muito sensível,1988,coluna social,,,Jornal O Dia,,,,
,Nota sobre o aniversário de Cristina Pereira que estará recebendo abraços no Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/bastidores-6/,Rio de Janeiro,Hemeroteca,,Bastidores,1986,coluna social,,,Jornal dos Sports,,,,
,"Divulgação da programação do fim de semana, indicando a peça O jardim das cerejeiras em cartaz no Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/bom-programa-2/,Rio de Janeiro,Hemeroteca,,Bom programa,1989,divulgação,,,Jornal do Commercio,,,,
Connie Ferreira de Araújo,Matéria sobre os dez anos do Teatro dos quatro que tem tido uma história de sucesso desde a sua fundação.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/dez-anos-de-sucesso/,Rio de Janeiro,Hemeroteca,,Dez anos de sucesso,1988,reportagem,,,Jornal Faculdade da Cidade,,,,
Márcia Vieira,"Matéria sobre o tênis bamba, um dos entrevistados foi Paulo Betti diretor da peça O amigo da onça que está em cartaz no Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-moda-nos-pes-de-gente-bamba/,Rio de Janeiro,Hemeroteca,,A moda nos pés de gente bamba,1988,reportagem,,,Jornal do Brasil,,,,
Macksen Luiz,Nota sobre a estréia da peça Fica comigo essa noite no Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/entreato/,Rio de Janeiro,Hemeroteca,,Entreato,1990,coluna social,,,Jornal do Brasil,,,,
Ancelmo Gois,Nota sobre o teatro dos quatro que foi autorizado a aumentar os preços dos ingressos.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/lance-livre-7/,Rio de Janeiro,Hemeroteca,,Lance-livre,1987,coluna social,,,Jornal do Brasil,,,,
Adriana Castelo Branco,"Matéria sobre a atriz Luiza Tomé que vem fazendo muito sucesso na televisão. Na matéria, Luiza indica os lugares do Rio que gosta de frequentar, entre eles o Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/luiza-tome/,Rio de Janeiro,Hemeroteca,,Luiza Tomé,1989,reportagem,,,Jornal do Brasil,,,,
Rita Maria Corrêa,"matéria sobre as peças que estão saindo de cartaz, com destaque para a peça Beto e Teca de Volker Ludwig que está no Teatro dos quatro. A foto que ilustra a matéria é do espectáculo.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/despedidas-e-extras/,Rio de Janeiro,Hemeroteca,,Despedidas e extras,1988,reportagem,,,Jornal do Brasil,,,,
Ancelmo Gois,Nota sobre a estréia da peça Louco de amor de Hector Babenco no Teatro dos quatro. Destacada como uma das peças com maior campanha publicitárias dos últimos tempos.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/lance-livre-6/,Rio de Janeiro,Hemeroteca,,Lance Livre,1989,coluna social,,,Jornal do Brasil,,,,
Claudio Figueiredo | Lucia Rito,"Matéria sobre as perspectivas da cultura para o ano de 1987, destacando que o besteirol de Mauro Rasi ganhará sobriedade no Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-ano-bom-para-todas-as-estrelas/,Rio de Janeiro,Hemeroteca,,Um ano bom para todas as estrelas,1986,reportagem,,,Jornal do Brasil,,,,
Yan Michalski,Reportagem que destaca que o Teatro dos Quatro estará acolhendo um companhia da Inglaterra.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/metalurgica-nacional-e-classico-em-inlges/,Rio de Janeiro,Hemeroteca,,Metalúrgica nacional e clássico em inlgês,1987,reportagem,,,Jornal do Brasil,,,,
,Divulgação sobre as peças em cartaz apoiadas pelo Jornal do Brasil,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-espetaculo-de-todo-dia-e-apresentado-aqui-4/,Rio de Janeiro,Hemeroteca,,O espetáculo de todo dia é apresentado aqui,1988,divulgação,,,Jornal do Brasil,,,,
,Nota sobre o novo visula de Xuxa Lopes para a peça Louco de Amor,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/cena-aberta-5/,Rio de Janeiro,Hemeroteca,,Cena aberta,1989,coluna social,,,Jornal do Brasil,,,,
,Divulgação sobre a peça Louco de amor,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/louco-de-amor/,Rio de Janeiro,Hemeroteca,,Louco de amor,1989,divulgação,,,Jornal do Brasil,,,,
,Divulgação sobre a peça O amigo da onça,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-amigo-da-onca/,Rio de Janeiro,Hemeroteca,,O amigo da onça,1988,divulgação,,,Jornal do Brasil,,,,
,Divulgação sobre os espetáculos em cartaz que são apoiados pelo Jornal do Brasil.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-espetaculo-de-todo-dia-e-apresentado-aqui-3/,Rio de Janeiro,Hemeroteca,,O espetáculo de todo dia é apresentado aqui,1988,divulgação,,,Jornal do Brasil,,,,
Macksen Luiz,Público destacado como medida de sucesso ou fracasso de um espetáculo. Usa como exemplo o Teatro dos Quatro e o Teatro Teresa Rachel que tem filas a tarde para a compra de ingressos.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/as-escolhas-do-publico/,Rio de Janeiro,Hemeroteca,,As escolhas do público,1986,reportagem,,,Jornal do Brasil,,,,
,Nota sobre o falecimento do cenotécnico Marcio Elias que colaborou com as últimas produções do Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/vaivem-2/,Rio de Janeiro,Hemeroteca,,Vaivém,1986,coluna social,,,Jornal do Brasil,,,,
,"Nota sobre a estréia da peça Louco de amor com direção de hector Babenco e tendo no elenco Xuxa Lopes e Edson Celulari, no Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/vaivem/,Rio de Janeiro,Hemeroteca,,Vaivém,1989,coluna social,,,Jornal do Brasil,,,,
Susana Schild,"Matéria sobre Paulo Mamede, um dos sócios do Teatro dos Quatro, que trabalha desde os 16 anos e vem colhendo vários prêmios atualmente.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-arte-de-ir-a-luta/,Rio de Janeiro,Hemeroteca,,A arte de ir a luta,1989,reportagem,,,Jornal do Brasil,,,,
,Nota sobre a estréia da peça Louco de amor com Xuxa Lopes no Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/cena-aberta-4/,Rio de Janeiro,Hemeroteca,,Cena aberta,1988,coluna social,,,Jornal do Brasil,,,,
,Nota sobre Zefirelli que vai dirigir A Traviatta no Rio. Sergio Britto é citado por já ter dirigido uma polêmica versão dessa ópera no mesmo Teatro Municipal.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/zefirelli-no-municipal/,Rio de Janeiro,Hemeroteca,,Zefirelli no Municipal,1978,reportagem,,,Jornal do Brasil,,,,
,Divulgaçãpo dos espetáculos em cartaz na cidade que são apoiados pelo Jornal do Brasil,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-espetaculo-de-todo-dia-e-apresentado-aqui-2/,Rio de Janeiro,Hemeroteca,,O espetáculo de todo dia é apresentado aqui,1988,divulgação,,,Jornal do Brasil,,,,
Marcia Cezimbra,Noite de premiação com a indicação do Teatro dos quatro,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-festa-do-teatro/,Rio de Janeiro,Hemeroteca,,Uma festa do teatro,1988,coluna social,,,Jornal do Brasil,,,,
,Nota sobre a iluminação da peça A Imaculada com a atriz Yara Amaral,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/luz-premiada/,Rio de Janeiro,Hemeroteca,,Luz premiada,1986,coluna social,,,Jornal do Brasil,,,,
,Matéria sobre o grupo Tapa que passará a se apresentar no Teatro dos 4.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/grupo-tapa-de-mudanca-para-o-teatro-dos-4-um-novo-projeto-cultural/,Rio de Janeiro,Hemeroteca,,"Grupo Tapa de mudança para o Teatro dos 4, um novo projeto cultural",1984,reportagem,,,Jornal do Brasil,,,,
Susana Schild,"Matéria sobre a peça Um dia muito especial e seu diretor, José Possi Neto, que recebeu muitas propostas para dirigir espetáculos no Rio, entre elas uma do Teatro dos quatro.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-dia-muito-especial-o-momento-de-grandeza-de-pessoas-simples/,Rio de Janeiro,Hemeroteca,,"Um dia muito especial, o momento de grandeza de pessoas simples",1986,reportagem,,,Jornal do Brasil,,,,
Yan Michalski,Entrevista de Sergio Britto a Yan Michalski sobre as perspectivas futuras do Teatro dos quatro.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-teatro-dos-4-numa-pausa-para-repensar/,Rio de Janeiro,Hemeroteca,,O Teatro dos 4 numa pausa para repensar,1981,reportagem,,,Jornal do Brasil,,,,
,"Divulgação das 15 peças apoiadas pelo Jornal do Brasil na cidade, entre elas O amigo da onça em cartaz no Teatro dos quatro",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-espetaculo-de-todo-dia-e-apresentado-aqui/,Rio de Janeiro,Hemeroteca,,O espetáculo de todo dia é apresentado aqui,1988,reportagem,,,Jornal do Brasil,,,,
Claudio Henrique,"Numa pesquisa sobre os teatros do Rio, o Teatro dos Quatro ganha o primeiro lugar.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-e-o-dos-quatro/,Rio de Janeiro,Hemeroteca,,Teatro é o dos quatro,1990,reportagem,,,Jornal do Brasil,,,,
,Pesquisa revela que a preferência do público do Rio é por teatro as sextas feiras.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-sexta-feira-e-melhor/,Rio de Janeiro,Hemeroteca,,Teatro sexta feira é melhor,1989,coluna social,,,Jornal do Brasil,,,,
,"Nota sobre a peça O amigo da onça que depois de uma temporada de sucesso no Teatro dos quatro, no Rio, parte pra São Paulo",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/lance-livre-5/,Rio de Janeiro,Hemeroteca,,Lance livre,1988,coluna social,,,Jornal do Brasil,,,,
,Matéria que é ilustrada com a foto da atriz Cristina Pereira que trabalhou no extinto TV Pirata e atualmente está em cartaz no Teatro dos Quatro com a peça O amigo da onça.,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/eu-conheco-um-lugar-sao-lourenco-do-sul/,Rio de Janeiro,Hemeroteca,,Eu conheço um lugar...São Lourenço do Sul,1988,reportagem,,,Jornal do Brasil,,,,
Ana Maria Machado,"Matéria baseada na  carta de Sergio Britto em resposta a carta de Illo Grugler, diretor do Grupo Vento Forte, que contou porque teve que interromper a temporada da peça infantil O mistério das nove luas em cartaz no Teatro Ginástico.",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/crianca-e-crianca/,Rio de Janeiro,Hemeroteca,,Criança é criança,1978,reportagem,,,Jornal do Brasil,,,,
,Foto da peça infantil Mugnog em cartaz no Teatro dos Quatro,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/mugnog/,Rio de Janeiro,Hemeroteca,,Mugnog,1988,reportagem,,,Jornal do Brasil,,,,
Rosa Maria Correa,"Crítica sobre duas peças infantis que estão estreiando, entre elas MUgnug com o Grupo Tapa no Teatro dos Quatro",,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/para-provar-que-a-infancia-nao-e-tola/,Rio de Janeiro,Hemeroteca,,Para provar que a infância não é tola,1988,reportagem,,,Jornal do Brasil,,,,
,Avaliação tendo como critério estrelas de alguns espetáculos em cartaz,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/juri-jb-2/,Rio de Janeiro,Hemeroteca,,Juri JB,1988,divulgação,,,Jornal do Brasil,,,,
,Anuncio sobre o Prêmio Shell de Teatro,,,Teatro dos Quatro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/premio-shell/,Rio de Janeiro,Hemeroteca,,Prêmio Shell,1988,divulgação,,,Jornal do Brasil,,,,
,Reportagem ilustrada com fotos sobre o teleteatro idealizado por Sergio Britto que volta a televisão na TV Globo,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-que-sergio-britto-sonhou-na-tv/,Rio de Janeiro,Hemeroteca,,Teatro que Sergio Britto sonhou na Tv,1965,reportagem,,,,,,,
,Entrevista ao estilo pingue-pongue com Sergio Britto,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/respondidas-na-intimidade/,Rio de Janeiro,Hemeroteca,,Respondidas na intimidade,1965,reportagem,,,Revista do Rádio,,,,
Sergio Bittencourt,"""Matéria sobre a volta do teleteatro de Sergio Britto para a televisão, agora na TV Globo",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/agora-na-globo-sergio-britto-volta-a-fazer-grande-teatro/,Rio de Janeiro,Hemeroteca,,"Agora na Globo Sergio Britto volta a fazer ""Grande Teatro",1965,reportagem,,,Jornal O Globo,,,,
,Várias fotos que ilustraram matérias de divulgação da novela Um rosto de mulher,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-rosto-de-mulher-2/,Rio de Janeiro,Hemeroteca,,Um rosto de mulher,1965,divulgação,,,Jornal O Globo,,,,
,"Divulgação da nova novela da TV Globo, um rosto fr mulher, com Nathalia Timberg",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-rosto-de-mulher/,Rio de Janeiro,Hemeroteca,,Um rosto de mulher,1965,divulgação,,,Jornal O Globo,,,,
,"Matéria ilustrada com fotos sobre a volta do teleteatro de Sergio Britto a televisão, agora na TV Globo.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-de-classe-e-sucesso-na-globo/,Rio de Janeiro,Hemeroteca,,Teatro de classe e sucesso na Globo,1965,divulgação,,,Jornal O Globo,,,,
,"Programação do dia da TV Globo ilustrada com uma foto do programa 4 no teatro., foto da peça Trágica inocência",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tv-globo-canal-4-3/,Rio de Janeiro,Hemeroteca,,Tv Globo canal 4,1965,divulgação,,,Jornal O Globo,,,,
,"Programação do dia da TV Globo ilustrada com uma foto do programa 4 no teatro., Sergio Britto",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tv-globo-canal-4-2/,Rio de Janeiro,Hemeroteca,,Tv Globo canal 4,1965,divulgação,,,Jornal O Globo,,,,
,Programação do dia da TV Globo ilustrada com uma foto do programa 4 no teatro..,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tv-globo-canal-4/,Rio de Janeiro,Hemeroteca,,Tv Globo canal 4,1965,divulgação,,,Jornal O Globo,,,,
,Nota elogiando a peça dessa semana do programa 4 no teatro.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/nos-os-ouvintes/,Rio de Janeiro,Hemeroteca,,Nós os ouvintes,1965,coluna social,,,Jornal O Globo,,,,
,Foto de divulgação da peça As duas faces da moeda,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/as-duas-faces-da-moeda/,Rio de Janeiro,Hemeroteca,,As duas faces da moeda,1965,divulgação,,,Jornal O Globo,,,,
,Foto do elenco da peça Dois vivos e um morto que será apresentada pelo programa 4 no teatro.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-4-no-teatro/,Rio de Janeiro,Hemeroteca,,O 4 no teatro,1965,divulgação,,,Jornal O Globo,,,,
,Foto de Fernanda Montenegro que volta ao video depois de alguns meses para estrelar pelo programa 4 no teatro a peça As três faces de Eva,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/as-tres-faces-de-eva/,Rio de Janeiro,Hemeroteca,,As três faces de Eva.,1965,divulgação,,,Jornal O Globo,,,,
,Propaganda sobre a peça O matador que o programa 4 no teatro irá apresentar,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-matador/,Rio de Janeiro,Hemeroteca,,O matador,1965,propaganda,,,Jornal O Globo,,,,
,Propaganda sobre a peça A noite de 16 de janeiro que o programa 4 no teatro irá apresentar,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-noite-de-16-de-janeiro/,Rio de Janeiro,Hemeroteca,,A noite de 16 de janeiro,1965,propaganda,,,Jornal O Globo,,,,
,"Propagando sobre a peça A morte do caixeiro viajante, a próxima a ser apresentada no programa 4 no teatro",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/4-no-teatro-4/,Rio de Janeiro,Hemeroteca,,4 no teatro,1965,propaganda,,,Jornal O Globo,,,,
,Propagando do programa 4 no teatro que tem produção e direção de Sergio Britto,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/4-no-teatro-3/,Rio de Janeiro,Hemeroteca,,4 no teatro,1965,propaganda,,,Jornal O Globo,,,,
,Foto de Riva Blanche e Kleber Drable que atuaram na primeira peça do programa 4 no teatro,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/estreia-3/,Rio de Janeiro,Hemeroteca,,Estréia,1965,reportagem,,,Jornal O Globo,,,,
conforme legenda,Artigo sobre a novela Morta sem espelhos e pelo fato de Sergio te-lo citado em uma entrevista,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-morta-sem-espelhos/,Rio de Janeiro,Hemeroteca,,A morta sem espelhos,1965,reportagem,,,conforme legenda,,,,
,Entrevista com Sergio Britto que voltará a dirigir novelas na TV Globo.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-britto-voltara-a-dirigir-telenovelas/,Rio de Janeiro,Hemeroteca,,Sergio Britto voltará a dirigir telenovelas,1965,reportagem,,,Jornal O Globo,,,,
,Foto de Sérgio Britto e Paulo Padilha que estarão hoje no aro no programa 4 no teatro.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/4-no-teatro-2/,Rio de Janeiro,Hemeroteca,,4 no teatro,1965,reportagem,,,Jornal O Globo,,,,
,Fotos sobre o programa 4 no teatro que está sendo veiculado pela TV Globo,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-4-no-teatro-um-deles-e-sergio-britto/,Rio de Janeiro,Hemeroteca,,"O 4 no teatro, um deles é Sergio Britto",1965,reportagem,,,Jornal O Globo,,,,
,fotos sobre o programa 4 no teatro.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/4-no-teatro/,Rio de Janeiro,Hemeroteca,,4 no teatro,1965,reportagem,,,Jornal O Globo,,,,
Oswaldo de Oliveira,Matéria sobre o programa 4 no teatro que foi para a TV Globo,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-de-sergio-britto-e-outro-trunfo-na-globo/,Rio de Janeiro,Hemeroteca,,Teatro de Sérgio Britto é outro trunfo na Globo,1965,reportagem,,,Jornal do Commercio,,,,
,Nota  com elogios ao programa 4 no teatro que essa semana teve a produção de Sergio Britto e a direção de Fernando Torres e apresentou a peça Trágica inocência,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/radio-e-tv-doloroso/,Rio de Janeiro,Hemeroteca,,Rádio e Tv...doloroso,1965,coluna social,,,Diário de Notícias,,,,
,Nota sobre o início do programa 4 no teatro com o espetáculo Crônica de uma rainha considerado muito bom,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/cronica-de-uma-rainha/,Rio de Janeiro,Hemeroteca,,Crônica de uma rainha,1965,coluna social,,,,,,,
E Fontainha,"Nota elogiando a versatilidade e competêncioa de Sergio Britto que no programa $ no teatro atua como produtor, diretor e ator",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/comentando/,Rio de Janeiro,Hemeroteca,,Comentando,1965,coluna social,,,,,,,
,Nota sobre um programa idealizado por Sergio Britto para a TV Globo com depoimentos de grandes compositores.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/programa/,Rio de Janeiro,Hemeroteca,,Programa,1965,coluna social,,,,,,,
Sergio Bittencourt,Matéria sobre o teleteatro de Sergio Britto que passará a ser apresentado na TV Globo,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/bo-dia-rio-imagens/,Rio de Janeiro,Hemeroteca,,"Bo dia, Rio Imagens",1965,reportagem,,,Jornal Correio da Manhã,,,,
,Nota sobre o programa de teatro de Sergio Britto que está em negociações com a TV Globo já que na TV Rio foi boicotado,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-cidade/,Rio de Janeiro,Hemeroteca,,A cidade,1965,coluna social,,,Jornal Correio da Manhã,,,,
Sergio Bittencourt,Entrevista concedida por Sergio Britto explicando os motivos do fim de seu programa na televisão.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/televisao-desencanta-mais-um/,Rio de Janeiro,Hemeroteca,,Televisão desencanta mais um,1965,reportagem,,,Jornal Correio da Manhã,,,,
Sergio Bittencourt,Espaço dado por Sergio Bittencourt à Sergio Britto que escreveu para o mesmo por achar que alguns pontos da entrevista publicada não retratavam com exatidão os fatos.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/bom-dia-rio/,Rio de Janeiro,Hemeroteca,,"Bom dia, Rio",1965,reportagem,,,Jornal Correio da Manhã,,,,
,"Propaganda sobre o programa Os 4 no teatro, produzido e dirigido por Sergio Britto, que também atua como ator. O programa passa na TV Globo, canal 4. Anúnio publicado em maio de 1965",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-4-no-teatro-2/,,Hemeroteca,,Os 4 no teatro,1964,propaganda,,,,,,,
,"Propaganda sobre o programa Os 4 no teatro, produzido e dirigido por Sergio Britto, que também atua como ator. O programa passa na TV Globo, canal 4",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-4-no-teatro/,,Hemeroteca,,Os 4 no teatro,1964,propaganda,,,,,,,
Vera Batista,"Reportagem sobre a peça Um céu de asfalto estrelada por Marlene e Sergio Britto em cartaz no Centro Cultural Banco do Brasil. A matéria destaca o fato de Marlene estar representando um ""texto sério"".",,,Um Céu de Asfalto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/brecht-junta-no-palco-sergio-britto-e-marlene/,,Hemeroteca,,Brecht junta no palco Sérgio Britto e Marlene,1991,reportagem,,,Tribuna Bis,,,,
Mônica Maia,"Reportagem sobre a peça Um céu de asfalto estrelada por Marlene e Sergio Britto em cartaz no Centro Cultural Banco do Brasil. A matéria destaca o fato de Marlene estar representando um ""texto sério"".",,,Um Céu de Asfalto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/marlene-levada-a-serio-2/,Rio de Janeiro,Hemeroteca,,Marlene levada a sério,1991,reportagem,,,Jornal O Dia,,,,
,"Peça Com a pulga atrás da orelha de Georges Feydeau em tradução de Miroel Silveira, no Teatro Maria Della Costa.",,,Com a Pulga Atrás da Orelha,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/com-a-pulga-atras-da-orelha/,Teatro Maria Della Costa,Fotografia,,Com a pulga atrás da orelha,1954,,"Maria Della Costa, Edmundo Lopes, Fernada Montenegro, Elisio de Albuquerque, Wanda Kosmos, Sergio Britto, Fernanda Valle, Serafim Gonzales, Milton Morais, Amandio Silva, Carlos Zara, Fabio Sabag, Geraldo Soares e Manuel Carlos.",Direção e cenografia: Gianni Ratto. Figurinos: Luciana Petruccela.,,,,,
,Matéria sobre o Prêmio Contigo,,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/obrigada-ao-teatro/,Rio de Janeiro,Hemeroteca,,Obrigada ao Teatro,,reportagem,,,Revista Contigo,,,,
,Sobre a noite de entrega do Prêmio Faz a Diferença do Jornal O Globo e a emoção da cerimônia,,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/emocao-marca-o-premio-faz-a-diferenca/,Rio de Janeiro,Hemeroteca,,Emoção marca o Prêmio Faz a Diferença,2009,coluna social,,,Jornal O Globo,,,,
Joaquim Ferreira dos Santos,"Nota sobre o Quatro Prêmio APTR de Teatro que teve como grande homenageado Italo Rossi. Ilustrando a matéria, uma foto de Sergio Britto e Italo Rossi.",,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/gente-boa-2/,Rio de Janeiro,Hemeroteca,,Gente Boa,2010,coluna social,,,Jornal O Globo,,,,
Eduardo Fradkim,Entrevista com os 5 atores indicados ao Prêmio Shell enfocando o que os mesmos pensam sobre teatro.,,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-eleitos-2/,Rio de Janeiro,Hemeroteca,,Os eleitos,2006,reportagem,,,Jornal O Globo,,,,
